date,country,language-group,pseudo-user-id
2020-03-23,TR,Turkish,243096986709771113
2020-03-11,TR,Turkish,4845365813616547605
2020-03-03,TR,Turkish,4203843443922407260
2020-03-15,TR,Turkish,1496807383468844132
2020-03-10,TR,Turkish,-4789133864086473055
2020-03-18,TR,No-Visa,-4360594725107611715
2020-03-12,TR,Turkish,-1731686073918699064
2020-03-14,TR,Turkish,-1731686073918699064
2020-03-06,TR,Turkish,-1586594907331783252
2020-03-13,TR,Turkish,3041743636205642949
2020-03-24,TR,Turkish,5191563680338675105
2020-02-29,TR,Turkish,-63207283071073809
2020-03-20,TR,Turkish,4916425201568888612
2020-03-04,TR,Turkish,-672663864025653071
2020-03-17,TR,Turkish,-2403167176947645728
2020-03-10,TR,Turkish,2946810514165871225
2020-03-05,TR,Turkish,8231480123025333706
2020-03-06,TR,Turkish,-5813828645744998510
2020-02-25,TR,Turkish,-8022380935721746668
2020-03-05,TR,No-Visa,2581807412393760953
2020-03-18,TR,Turkish,5424328316787344159
2020-03-14,TR,Turkish,-6571513079963284268
2020-03-04,TR,Turkish,-2090397327414125502
2020-03-09,TR,Turkish,706216903385378226
2020-03-07,TR,Turkish,7560163663258132681
2020-02-26,TR,Turkish,-4088874232569382599
2020-03-11,TR,Turkish,6525267328229167242
2020-02-25,TR,Turkish,3621927917635233890
2020-03-14,TR,Turkish,8667309108889647479
2020-03-07,TR,Turkish,-2059736768377806072
2020-02-27,TR,Turkish,-639110575273826394
2020-03-24,TR,Turkish,706216903385378226
2020-03-20,TR,Turkish,5858092041032357093
2020-03-25,TR,Turkish,-8531652500588028890
2020-03-05,TR,No-Visa,3506209733615280946
2020-03-12,TR,Turkish,4324866712719084624
2020-03-08,TR,Turkish,3270365731973191721
2020-02-28,TR,Turkish,7671493812574810399
2020-03-24,TR,Turkish,-4113764311811919842
2020-03-20,TR,Turkish,-1869947892302055919
2020-03-16,TR,Turkish,-5530812145737449229
2020-03-05,TR,Turkish,4759905546239409647
2020-03-22,TR,Turkish,-5530812145737449229
2020-03-23,TR,Turkish,-4682260920237111922
2020-03-16,TR,Turkish,-4057615310403108362
2020-03-13,TR,Turkish,-7572230375650529696
2020-02-27,TR,Turkish,6148402690036277172
2020-03-10,TR,Turkish,-5784689167217783823
2020-02-29,TR,Turkish,2466602496418233559
2020-03-10,TR,Visa,2754082757674560720
2020-03-24,TR,Turkish,1130839797294624920
2020-03-14,TR,Turkish,4858005479981693532
2020-03-04,TR,Turkish,-7789953480118399199
2020-03-07,TR,Turkish,1496807383468844132
2020-03-05,TR,Turkish,-4416218875113339359
2020-03-21,TR,Turkish,1319172811945414811
2020-03-14,TR,Turkish,-6181259037253185091
2020-03-14,TR,Turkish,-4416218875113339359
2020-03-18,TR,Turkish,-5359260776246548389
2020-02-29,TR,Turkish,8123103750296842764
2020-03-15,TR,Turkish,-5813828645744998510
2020-03-19,TR,Turkish,-2288240369788590869
2020-03-24,TR,Turkish,1496920708516592748
2020-03-14,TR,Turkish,-8962550598512187850
2020-02-27,TR,Turkish,1792870823582149734
2020-02-27,TR,Turkish,1116398915059818675
2020-03-17,TR,Turkish,-4918167482387309084
2020-03-18,TR,Turkish,-498154903561879919
2020-03-18,TR,Turkish,-2288240369788590869
2020-03-18,TR,Turkish,3891805909603558321
2020-03-12,TR,Turkish,-1487717051900878309
2020-03-12,TR,Turkish,6525267328229167242
2020-03-22,TR,Turkish,-5813828645744998510
2020-03-05,TR,Turkish,-2020240127839539969
2020-03-18,TR,Turkish,2964255574729313068
2020-03-11,TR,Turkish,671761134877234267
2020-02-26,TR,No-Visa,-5245997966907023968
2020-03-14,TR,Turkish,6707428369055772452
2020-03-21,TR,Turkish,516093657862188284
2020-03-02,TR,Turkish,-3620934824198453512
2020-02-27,TR,Turkish,2466602496418233559
2020-03-18,TR,Turkish,-2288240369788590869
2020-03-13,TR,Turkish,940888945625594164
2020-03-10,TR,Turkish,-1731686073918699064
2020-02-28,TR,Turkish,-1869947892302055919
2020-02-28,TR,Turkish,-8369083496971357732
2020-03-17,TR,Turkish,-4690962974109498761
2020-03-22,TR,Turkish,5340795017070506095
2020-03-02,TR,Turkish,-7030966951411767608
2020-03-01,TR,No-Visa,8384341492190708669
2020-03-20,TR,Turkish,5815143332843166944
2020-03-19,TR,Turkish,-1833825233307203043
2020-03-04,TR,Turkish,840562843517830259
2020-03-08,TR,Turkish,-1869947892302055919
2020-03-19,TR,Turkish,6707428369055772452
2020-03-13,TR,Turkish,-1227452106605303875
2020-03-10,TR,Turkish,-8945066312900620776
2020-03-25,TR,Turkish,-8369083496971357732
2020-03-07,TR,Turkish,729187747368804244
2020-03-15,TR,Turkish,7671493812574810399
2020-03-25,TR,Turkish,-4917829316242756130
2020-03-12,TR,Turkish,1824419523417656645
2020-03-15,TR,Turkish,5034066010306148842
2020-03-08,TR,Turkish,4998743689765103311
2020-03-19,TR,Turkish,6644447780734911834
2020-03-22,TR,Turkish,1242104231562444333
2020-03-16,TR,Turkish,6389815850395670048
2020-03-22,TR,Turkish,-7144284901672150858
2020-03-16,TR,Turkish,-2584752166342413221
2020-03-10,TR,Turkish,-1808709954058203555
2020-03-23,TR,Turkish,-4049526593556419941
2020-03-03,TR,Turkish,2477525452179934149
2020-03-21,TR,Turkish,1319172811945414811
2020-03-05,TR,Turkish,1097046506611783994
2020-03-19,TR,Turkish,-3310840066933973564
2020-02-29,TR,Turkish,4413121179390378103
2020-03-12,TR,Turkish,-4863917203802623137
2020-03-22,TR,Turkish,-5591510666618888773
2020-03-12,TR,Turkish,-5591510666618888773
2020-03-23,TR,Turkish,-7686701337848847412
2020-03-23,TR,Turkish,1496807383468844132
2020-03-20,TR,Turkish,9214868566810034617
2020-02-25,TR,Turkish,-1987918678576359027
2020-03-18,TR,No-Visa,-3157341788505876352
2020-03-09,TR,Turkish,3510455885153772955
2020-03-16,TR,Turkish,-1412081331140519175
2020-03-25,TR,Turkish,677583226257535165
2020-03-09,TR,Visa,2754082757674560720
2020-03-07,TR,Turkish,-672663864025653071
2020-02-29,TR,Turkish,768635542205364887
2020-03-12,TR,Turkish,-5813828645744998510
2020-03-13,TR,Turkish,-4416218875113339359
2020-03-21,TR,Turkish,1270817126074526470
2020-03-24,TR,Turkish,-1731686073918699064
2020-03-23,TR,Visa,1496920708516592748
2020-03-15,TR,Turkish,2288228141098364254
2020-03-05,TR,Turkish,480853101366231018
2020-03-22,TR,Turkish,-4049526593556419941
2020-03-08,TR,Turkish,8184566474820580282
2020-03-22,TR,No-Visa,8384341492190708669
2020-03-24,TR,Turkish,1496920708516592748
2020-03-09,TR,Turkish,-7690005482666664025
2020-03-18,TR,Turkish,-2288240369788590869
2020-03-03,TR,Turkish,-1227452106605303875
2020-03-20,TR,Turkish,5340795017070506095
2020-03-06,TR,Turkish,-4625341802372918349
2020-03-05,TR,Turkish,6509536160566957644
2020-03-21,TR,Turkish,-3819798521038953835
2020-03-12,TR,Turkish,-6203803833458685467
2020-03-23,TR,Turkish,-5591510666618888773
2020-03-04,TR,und,-7352009777518177205
2020-03-08,TR,Turkish,-4863917203802623137
2020-03-06,TR,Turkish,-7280735637508016338
2020-02-27,TR,Turkish,5796686588870187072
2020-02-26,TR,Turkish,-5999274820697554147
2020-03-08,TR,Turkish,-7251356304174900239
2020-03-23,TR,Turkish,-233498267401234773
2020-03-05,TR,Turkish,4959345813736711749
2020-02-29,TR,Turkish,3138457356352957023
2020-03-20,TR,Turkish,-4646834878833321314
2020-03-19,TR,Turkish,7522857171399571543
2020-03-23,TR,Turkish,-4057615310403108362
2020-03-23,TR,Turkish,8829967602048234163
2020-03-23,TR,Turkish,2263802187542388328
2020-03-19,TR,Turkish,3891805909603558321
2020-03-11,TR,Turkish,-5910887736713640753
2020-03-25,TR,Turkish,-1731686073918699064
2020-03-22,TR,Turkish,3419684682731796089
2020-03-14,TR,Turkish,1427325162819533776
2020-02-29,TR,Turkish,-1528120729059052089
2020-03-04,TR,Turkish,-1675992159736272779
2020-03-02,TR,Turkish,-1256205668171479037
2020-03-21,TR,Turkish,733344341946313207
2020-03-04,TR,Turkish,5489234009877063902
2020-03-22,TR,Turkish,706216903385378226
2020-03-22,TR,Turkish,8417273452464074456
2020-03-04,TR,Turkish,-157403521182342083
2020-03-19,TR,No-Visa,-8916403339744584597
2020-02-28,TR,Turkish,4951993230220967629
2020-02-26,TR,Turkish,2477525452179934149
2020-03-01,TR,Turkish,-3873115473024486886
2020-03-12,TR,Turkish,-8891136151500530445
2020-03-07,TR,Turkish,-5530812145737449229
2020-03-20,TR,Turkish,-5518137891054492485
2020-03-02,TR,Turkish,6174596491853659698
2020-03-25,TR,Turkish,-5220372432054029213
2020-03-05,TR,Turkish,-672663864025653071
2020-02-29,TR,Turkish,-1808709954058203555
2020-02-25,TR,Turkish,-5649213092094162604
2020-03-04,TR,Turkish,5518899081114306198
2020-03-07,TR,Turkish,-5530812145737449229
2020-03-17,TR,Turkish,-5813828645744998510
2020-03-12,TR,Turkish,-7683596990528341576
2020-03-11,TR,Turkish,-6913406694506598620
2020-03-04,TR,Turkish,-7686701337848847412
2020-03-25,TR,Turkish,915906599177135551
2020-03-22,TR,Visa,1278240131411063998
2020-02-29,TR,Turkish,5713794283999762865
2020-03-15,TR,Turkish,7522857171399571543
2020-03-20,TR,Turkish,-24908649774490169
2020-03-14,TR,Turkish,243096986709771113
2020-03-17,TR,Turkish,6853552694462116736
2020-03-14,TR,Turkish,2477525452179934149
2020-03-19,TR,Turkish,-2288240369788590869
2020-02-26,TR,Turkish,-5999274820697554147
2020-02-26,TR,Turkish,-2330363828616933876
2020-03-20,TR,Turkish,-7078913515610765155
2020-03-25,TR,Turkish,706216903385378226
2020-03-10,TR,Turkish,4845365813616547605
2020-03-01,TR,Turkish,7384335436632065816
2020-02-26,TR,Turkish,-1673041934695257150
2020-03-15,TR,Turkish,2979211674488522862
2020-02-25,TR,Turkish,-8022380935721746668
2020-02-29,TR,Turkish,3155620276811652855
2020-03-24,TR,Turkish,4998743689765103311
2020-03-07,TR,Turkish,-4863917203802623137
2020-03-05,TR,Turkish,8640305677528898922
2020-03-23,TR,Turkish,-3444680189744277990
2020-03-03,TR,No-Visa,-4458977566434858364
2020-02-27,TR,Turkish,-8040081686943425608
2020-03-19,TR,Turkish,5340795017070506095
2020-02-28,TR,Turkish,-5107424772409021728
2020-02-27,TR,Turkish,2466602496418233559
2020-03-12,TR,Turkish,-5591510666618888773
2020-03-03,TR,Turkish,8184566474820580282
2020-03-22,TR,Turkish,1496807383468844132
2020-03-23,TR,Turkish,5858092041032357093
2020-03-20,TR,Turkish,-1452966840956087526
2020-02-27,TR,Turkish,-7686701337848847412
2020-03-17,TR,Turkish,1097046506611783994
2020-03-24,TR,Turkish,7072965253138474106
2020-03-21,TR,Turkish,2034076326390216956
2020-03-19,TR,Turkish,3702971188945563050
2020-02-26,TR,Turkish,-5479374298139910785
2020-03-08,TR,Turkish,6554705019868228702
2020-03-23,TR,Turkish,2840442307896039662
2020-02-29,TR,Turkish,-4343426446855029434
2020-02-29,TR,Turkish,-1675992159736272779
2020-03-24,TR,Turkish,2922739340592053524
2020-03-19,TR,Turkish,7358020945399813556
2020-03-13,TR,Turkish,-2229851483891437567
2020-03-08,TR,Turkish,3313718852628430064
2020-02-25,TR,Turkish,5982475660084087216
2020-03-01,TR,Turkish,-3873115473024486886
2020-03-09,TR,Turkish,2560563396165194845
2020-03-19,TR,Turkish,4116989864104021509
2020-03-08,TR,Turkish,5034066010306148842
2020-02-25,TR,Turkish,-1833825233307203043
2020-03-22,TR,Turkish,409439214832651080
2020-03-15,TR,Turkish,-4930019440102487528
2020-03-17,TR,Turkish,-6315513188028215156
2020-03-10,TR,Turkish,2159604611065357039
2020-03-24,TR,Turkish,-1752020288129226618
2020-03-17,TR,Turkish,-5388070500922602738
2020-02-26,TR,Turkish,-2938940059341455139
2020-03-12,TR,Turkish,-3041520983457193247
2020-03-05,TR,Turkish,4325212832331580390
2020-03-22,TR,Turkish,4325212832331580390
2020-03-12,TR,Turkish,-1833825233307203043
2020-03-16,TR,Turkish,-6203803833458685467
2020-03-20,TR,Turkish,-7144284901672150858
2020-02-26,TR,Turkish,-4416218875113339359
2020-03-24,TR,Turkish,-7133417181383786288
2020-03-14,TR,Turkish,1031120798069833108
2020-03-20,TR,Turkish,3122722871954498720
2020-03-24,TR,Turkish,1496920708516592748
2020-03-03,TR,Turkish,408137889473001125
2020-03-22,TR,Turkish,7358020945399813556
2020-03-18,TR,Turkish,-2288240369788590869
2020-03-09,TR,Turkish,-4153719439789635090
2020-03-09,TR,No-Visa,5618581641215741860
2020-02-28,TR,Turkish,-2798342668973394942
2020-03-18,TR,Turkish,-8976553870754853308
2020-03-10,TR,Turkish,-1227452106605303875
2020-03-18,TR,Turkish,3505280245393320977
2020-03-24,TR,Turkish,5880685811290233402
2020-03-18,TR,Turkish,-1785219209787629739
2020-03-10,TR,Turkish,-1227452106605303875
2020-03-07,TR,Turkish,-6209353425453261605
2020-03-11,TR,Turkish,-3157341788505876352
2020-03-10,TR,Turkish,4759004763661201341
2020-03-15,TR,Turkish,2443313177218749561
2020-03-25,TR,Turkish,5068756642889982188
2020-03-24,TR,Turkish,-2288240369788590869
2020-03-12,TR,Turkish,2754082757674560720
2020-03-14,TR,Turkish,-4416218875113339359
2020-03-19,TR,Turkish,516093657862188284
2020-03-25,TR,Visa,-4789133864086473055
2020-03-13,TR,Turkish,6174596491853659698
2020-03-18,TR,Turkish,-5663199171354287656
2020-03-18,TR,Turkish,-4810893433432308315
2020-03-20,TR,Turkish,8417273452464074456
2020-03-07,TR,Turkish,7096564767302476993
2020-02-27,TR,Turkish,-7410044180523569106
2020-03-13,TR,Turkish,5489234009877063902
2020-03-24,TR,Turkish,5340795017070506095
2020-03-13,TR,Turkish,-7251356304174900239
2020-03-17,TR,Turkish,-3157341788505876352
2020-03-04,TR,Turkish,7253939123628915693
2020-03-18,TR,Turkish,7358020945399813556
2020-03-10,TR,Turkish,706216903385378226
2020-03-03,TR,Turkish,8184566474820580282
2020-03-22,TR,Turkish,2288228141098364254
2020-02-26,TR,Turkish,-7987245101808555614
2020-03-23,TR,Turkish,5568976106091927338
2020-03-23,TR,Turkish,-4049526593556419941
2020-03-22,TR,Turkish,9201792790769083019
2020-03-25,TR,Turkish,6174596491853659698
2020-03-11,TR,Turkish,-6203803833458685467
2020-02-26,TR,Turkish,5982475660084087216
2020-02-25,TR,Turkish,2466602496418233559
2020-03-02,TR,Turkish,-7247444300573558044
2020-03-23,TR,Turkish,5340795017070506095
2020-02-26,TR,Turkish,-2078445518756547060
2020-03-24,TR,Turkish,-6042413836546462596
2020-02-28,TR,Turkish,8388726870684888587
2020-03-17,TR,Turkish,-1047024659380027906
2020-03-23,TR,Turkish,5858092041032357093
2020-03-13,TR,Turkish,7934257113649731334
2020-02-27,TR,Turkish,-7434135437647246272
2020-03-11,TR,Turkish,-4768776456592495391
2020-03-12,TR,Turkish,-8949103213623605557
2020-02-29,TR,Turkish,-2124427127176411120
2020-03-12,TR,Turkish,7671493812574810399
2020-02-29,TR,Turkish,768635542205364887
2020-02-29,TR,Turkish,-6659957290157579834
2020-03-05,TR,Turkish,4998743689765103311
2020-03-10,TR,Turkish,5489234009877063902
2020-03-05,TR,Turkish,-4343426446855029434
2020-03-05,TR,Turkish,2477525452179934149
2020-02-25,TR,Turkish,-4088874232569382599
2020-03-12,TR,Turkish,3505280245393320977
2020-03-09,TR,Turkish,-5951396956858407300
2020-03-23,TR,No-Visa,-293533857120816656
2020-03-25,TR,Turkish,-5530812145737449229
2020-03-24,TR,Turkish,-1276155041618178462
2020-03-11,TR,Turkish,6171120283689879375
2020-03-07,TR,Turkish,1676653554187040622
2020-03-07,TR,Turkish,928688105815012890
2020-02-27,TR,Turkish,1640418932813454377
2020-02-27,TR,Turkish,-7789953480118399199
2020-03-03,TR,Turkish,3489427787971767202
2020-03-16,TR,Turkish,2477525452179934149
2020-03-05,TR,Turkish,2852657795218778663
2020-03-03,TR,Turkish,-1785219209787629739
2020-02-29,TR,Turkish,2560563396165194845
2020-03-10,TR,No-Visa,2754082757674560720
2020-03-12,TR,Turkish,-7251356304174900239
2020-03-18,TR,Turkish,8417273452464074456
2020-03-13,TR,Turkish,714655611892076721
2020-03-04,TR,Visa,1676653554187040622
2020-03-20,TR,Turkish,-5479374298139910785
2020-02-25,TR,Turkish,1768669233596100914
2020-02-29,TR,Turkish,2466602496418233559
2020-03-18,TR,Turkish,9156231770584519939
2020-03-24,TR,Turkish,961486738811191902
2020-03-11,TR,Turkish,-2862480437365245157
2020-03-20,TR,Turkish,-8192593060026098588
2020-03-10,TR,Turkish,6174596491853659698
2020-03-19,TR,Turkish,-2288240369788590869
2020-02-28,TR,Turkish,-2330363828616933876
2020-02-25,TR,Visa,1278240131411063998
2020-03-18,TR,Turkish,95509615327467125
2020-03-14,TR,Turkish,-3370638222730368142
2020-02-25,TR,Turkish,-4569220861697334793
2020-02-25,TR,Turkish,1304153548658896759
2020-03-10,TR,Turkish,1016098957306309869
2020-03-16,TR,Turkish,-3270243500253484237
2020-03-22,TR,No-Visa,1782791685300893005
2020-03-24,TR,Turkish,5575476457123464817
2020-03-15,TR,Turkish,5901147079574795820
2020-03-21,TR,Turkish,6315757032052429898
2020-03-13,TR,Turkish,3086668162512049601
2020-03-21,TR,Turkish,-5388070500922602738
2020-03-02,TR,Turkish,7467597004210535009
2020-03-07,TR,Turkish,6525267328229167242
2020-03-23,TR,Turkish,-3069163613727628898
2020-03-22,TR,Turkish,-6286021156649461233
2020-03-09,TR,Turkish,-2527813071778349249
2020-03-22,TR,Turkish,1242104231562444333
2020-03-18,TR,Turkish,8417273452464074456
2020-03-09,TR,Turkish,-7690005482666664025
2020-02-27,TR,Turkish,6853552694462116736
2020-03-19,TR,Turkish,2922739340592053524
2020-03-07,TR,Turkish,-3021361039197001681
2020-03-13,TR,Turkish,6707428369055772452
2020-03-12,TR,No-Visa,7701936403740390828
2020-03-04,TR,Turkish,-5359260776246548389
2020-03-15,TR,Turkish,8533653966365206597
2020-02-26,TR,Turkish,-7434135437647246272
2020-03-07,TR,Turkish,-4125065642085732766
2020-03-20,TR,Turkish,9156231770584519939
2020-03-17,TR,Turkish,-601910901961547648
2020-03-15,TR,Turkish,2369543872572943598
2020-03-11,TR,Turkish,1472501263109398397
2020-03-03,TR,Turkish,454860933585854301
2020-03-07,TR,Turkish,-7684440674869421261
2020-03-19,TR,Turkish,3793821429198622947
2020-03-21,TR,Turkish,6853552694462116736
2020-02-28,TR,Turkish,-8949103213623605557
2020-02-27,TR,Turkish,-1869947892302055919
2020-03-12,TR,Turkish,-5999274820697554147
2020-03-07,TR,Turkish,-2642017246134331879
2020-03-09,TR,Turkish,6509536160566957644
2020-03-19,TR,Turkish,-5813828645744998510
2020-03-11,TR,Turkish,161247311316960293
2020-03-24,TR,Turkish,161247311316960293
2020-03-02,TR,Turkish,-1833825233307203043
2020-03-15,TR,Turkish,-1833825233307203043
2020-03-12,TR,Turkish,-8643543722950424142
2020-03-23,TR,Turkish,8784652525999693166
2020-03-23,TR,Turkish,-738497884848237755
2020-03-12,TR,Turkish,-4454252654087350475
2020-02-27,TR,Turkish,-2090397327414125502
2020-03-12,TR,Turkish,6010753877235628562
2020-03-23,TR,Turkish,-7459852919993984987
2020-02-26,TR,Turkish,3230687986213975317
2020-02-29,TR,Turkish,2754082757674560720
2020-03-12,TR,Turkish,9101227672893152506
2020-03-11,TR,Turkish,961486738811191902
2020-02-29,TR,No-Visa,768635542205364887
2020-03-13,TR,Turkish,-3041520983457193247
2020-03-15,TR,Turkish,-4789133864086473055
2020-03-14,TR,Turkish,408137889473001125
2020-03-15,TR,Turkish,6525267328229167242
2020-03-19,TR,Turkish,-2288240369788590869
2020-03-11,TR,Turkish,161247311316960293
2020-02-29,TR,Turkish,-4135151503858874370
2020-03-25,TR,Turkish,915906599177135551
2020-03-10,TR,Turkish,4845365813616547605
2020-03-05,TR,Turkish,-5538658154238094972
2020-03-06,TR,Turkish,-3110789736618858706
2020-03-10,TR,Visa,-5972429483973866836
2020-03-03,TR,Turkish,4727999430411841168
2020-03-05,TR,Turkish,6509536160566957644
2020-02-27,TR,Turkish,-63207283071073809
2020-03-05,TR,Turkish,-5999274820697554147
2020-03-08,TR,Turkish,6525267328229167242
2020-03-03,TR,Turkish,-2451384734797791576
2020-03-05,TR,No-Visa,6208874323728625158
2020-03-14,TR,Turkish,1270817126074526470
2020-03-03,TR,Turkish,2477525452179934149
2020-03-04,TR,Turkish,-5813828645744998510
2020-02-29,TR,Turkish,8450575575260755009
2020-02-26,TR,Turkish,161247311316960293
2020-03-21,TR,Turkish,-3819798521038953835
2020-03-16,TR,Turkish,-2288240369788590869
2020-03-04,TR,Turkish,-4251245664710163822
2020-02-27,TR,Turkish,161247311316960293
2020-03-17,TR,Turkish,2477525452179934149
2020-03-23,TR,Turkish,7419031196831963899
2020-03-08,TR,Turkish,6525267328229167242
2020-03-04,TR,Turkish,-3787536196897550962
2020-03-05,TR,Turkish,-5003258740837861026
2020-03-25,TR,Turkish,915906599177135551
2020-03-09,TR,Turkish,-3527157809039473133
2020-03-06,TR,Turkish,-7280735637508016338
2020-03-24,TR,Turkish,-7840800942301526940
2020-03-19,TR,Turkish,-3157341788505876352
2020-03-19,TR,Turkish,-4810893433432308315
2020-02-25,TR,Turkish,6658294927682905081
2020-03-06,TR,Turkish,1015002629849063974
2020-03-06,TR,Turkish,-5999274820697554147
2020-03-06,TR,Turkish,5518899081114306198
2020-03-13,TR,Turkish,-5530812145737449229
2020-03-18,TR,Turkish,1381991207037911084
2020-03-12,TR,Turkish,6525267328229167242
2020-03-19,TR,Turkish,-71928230417853642
2020-03-09,TR,Turkish,-7686701337848847412
2020-03-25,TR,Turkish,-4917829316242756130
2020-03-09,TR,Turkish,5489234009877063902
2020-03-20,TR,Turkish,-7307754968401664302
2020-03-15,TR,Turkish,-101330652207533322
2020-03-14,TR,Turkish,7708005523271428231
2020-03-17,TR,Turkish,3513704381128815215
2020-03-05,TR,Turkish,-2538543482955411066
2020-03-08,TR,Turkish,-7686701337848847412
2020-02-29,TR,No-Visa,-4847659524316057913
2020-03-24,TR,Turkish,-2288240369788590869
2020-03-19,TR,Turkish,-2288240369788590869
2020-03-17,TR,Turkish,-1731686073918699064
2020-03-07,TR,Turkish,-672663864025653071
2020-03-23,TR,Turkish,6174596491853659698
2020-03-22,TR,Turkish,2477525452179934149
2020-03-02,TR,Turkish,6707428369055772452
2020-03-25,TR,Turkish,2369543872572943598
2020-03-09,TR,Turkish,-7686701337848847412
2020-03-23,TR,Turkish,-4049526593556419941
2020-03-13,TR,Turkish,6525267328229167242
2020-03-10,TR,Turkish,706216903385378226
2020-03-01,TR,Turkish,-5147529402569625447
2020-03-07,TR,Turkish,-5910887736713640753
2020-03-11,TR,Turkish,-5813828645744998510
2020-02-26,TR,Turkish,-4088874232569382599
2020-02-27,TR,Turkish,-1755676495222362064
2020-02-25,TR,Turkish,5796686588870187072
2020-03-09,TR,Turkish,-5530812145737449229
2020-03-10,TR,Turkish,-96128271634771803
2020-03-25,TR,Turkish,2288228141098364254
2020-03-08,TR,Turkish,359874384099444167
2020-02-29,TR,Turkish,-2330363828616933876
2020-03-24,TR,Turkish,7640309694937378954
2020-03-20,TR,Turkish,2038872879579216820
2020-03-17,TR,Turkish,-2288240369788590869
2020-03-03,TR,Turkish,-5910887736713640753
2020-03-20,TR,Turkish,161247311316960293
2020-03-10,TR,Turkish,-6913406694506598620
2020-03-03,TR,Turkish,729187747368804244
2020-03-06,TR,Turkish,928688105815012890
2020-03-20,TR,Turkish,-4818019485494734755
2020-03-01,TR,Turkish,5982475660084087216
2020-03-20,TR,Turkish,-5479374298139910785
2020-03-14,TR,Turkish,-5041266551033920400
2020-03-12,TR,Turkish,-7434135437647246272
2020-03-05,TR,Turkish,2979211674488522862
2020-03-20,TR,Turkish,-3157341788505876352
2020-03-12,TR,Turkish,-782328032074984000
2020-03-18,TR,Turkish,1496920708516592748
2020-03-13,TR,Turkish,5191563680338675105
2020-03-07,TR,Turkish,1496807383468844132
2020-03-25,TR,Turkish,-4049526593556419941
2020-03-20,TR,Turkish,-7144284901672150858
2020-03-23,TR,Turkish,-1731686073918699064
2020-03-22,TR,Turkish,-426105898678545560
2020-03-04,TR,Turkish,-2862480437365245157
2020-02-27,TR,Turkish,-6163780503614093733
2020-02-26,TR,Turkish,8814542843766290559
2020-03-07,TR,Turkish,6174596491853659698
2020-03-21,TR,Turkish,-1943229737153364039
2020-02-25,TR,Turkish,-8022380935721746668
2020-03-23,TR,Turkish,-5530812145737449229
2020-03-09,TR,Turkish,-756592240344121012
2020-03-23,TR,Turkish,5560809671259373214
2020-02-29,TR,Turkish,-5839694710380008391
2020-03-05,TR,Turkish,-5999274820697554147
2020-03-07,TR,Turkish,-3041520983457193247
2020-03-23,TR,Turkish,-5359260776246548389
2020-03-05,TR,Turkish,-4023781088583664655
2020-02-28,TR,Turkish,9074207359784842047
2020-02-25,TR,Turkish,-7064592734945178904
2020-03-19,TR,Turkish,2914042947017487390
2020-03-19,TR,Turkish,-6315513188028215156
2020-03-16,TR,Turkish,7358020945399813556
2020-03-13,TR,Turkish,2477525452179934149
2020-03-16,TR,Turkish,2034076326390216956
2020-03-20,TR,Turkish,-1731686073918699064
2020-03-23,TR,Turkish,2840442307896039662
2020-03-02,TR,No-Visa,6208874323728625158
2020-02-25,TR,Turkish,6849635274707865764
2020-02-29,TR,No-Visa,-6174721114082681783
2020-03-23,TR,Turkish,3001709428725612192
2020-03-05,TR,Turkish,-8949103213623605557
2020-03-23,TR,Turkish,3831968107829539593
2020-03-15,TR,Turkish,575459059319857716
2020-03-10,TR,Turkish,6010753877235628562
2020-03-23,TR,Turkish,7671493812574810399
2020-03-06,TR,Turkish,-4690962974109498761
2020-03-19,TR,Turkish,5575476457123464817
2020-03-02,TR,Turkish,-95509374954144573
2020-02-29,TR,Turkish,7449357744548438888
2020-03-19,TR,Turkish,2369543872572943598
2020-03-21,TR,Turkish,-2229851483891437567
2020-03-20,TR,Turkish,408137889473001125
2020-03-14,TR,Turkish,2590277047387948047
2020-03-18,TR,Turkish,516093657862188284
2020-02-28,TR,Turkish,-1047024659380027906
2020-03-05,TR,Turkish,-3157341788505876352
2020-03-19,TR,Turkish,1496920708516592748
2020-03-22,TR,Turkish,-7144284901672150858
2020-03-03,TR,Turkish,928688105815012890
2020-03-14,TR,Turkish,-2642017246134331879
2020-03-19,TR,Turkish,1496920708516592748
2020-03-21,TR,Turkish,-4917829316242756130
2020-03-23,TR,Turkish,2369543872572943598
2020-03-09,TR,Turkish,-3270243500253484237
2020-03-03,TR,Turkish,7096564767302476993
2020-03-23,TR,Turkish,2288228141098364254
2020-02-29,TR,Turkish,-5653978095923550787
2020-02-25,TR,Turkish,-3899057509754770640
2020-03-18,TR,Turkish,6667582667969260844
2020-03-07,TR,Turkish,5572303391885861041
2020-03-15,TR,Turkish,-2228583151645913804
2020-02-26,TR,Turkish,5515240557832330737
2020-03-12,TR,Turkish,-3786639693159622067
2020-03-25,TR,Turkish,-5591510666618888773
2020-03-17,TR,Turkish,7058290064672981735
2020-03-24,TR,Turkish,8417273452464074456
2020-03-06,TR,Turkish,6823004379427514813
2020-03-14,TR,Turkish,-1731686073918699064
2020-03-20,TR,Turkish,1472501263109398397
2020-03-11,TR,Turkish,-6290361247340987108
2020-03-20,TR,Turkish,1496920708516592748
2020-03-12,TR,Turkish,2754082757674560720
2020-03-03,TR,Turkish,-757594602213591309
2020-02-28,TR,Turkish,2590277047387948047
2020-03-05,TR,Turkish,-7572230375650529696
2020-02-28,TR,Turkish,-3819798521038953835
