date,country,language-group,pseudo-user-id
2020-02-29,TR,Turkish,9074207359784842047
2020-03-23,TR,Turkish,5094078304462290208
2020-03-24,TR,Turkish,-2228583151645913804
2020-02-27,TR,Turkish,5606456062252384512
2020-03-22,TR,Turkish,8417273452464074456
2020-03-23,TR,Turkish,2348026702376030104
2020-03-12,TR,Turkish,-1731686073918699064
2020-03-17,TR,Turkish,6171120283689879375
2020-03-05,TR,Turkish,-1378052421144263180
2020-03-02,TR,Turkish,-8160549691999750848
2020-03-24,TR,Turkish,-5003258740837861026
2020-03-20,TR,Turkish,-4690962974109498761
2020-03-02,TR,Turkish,-2228583151645913804
2020-03-21,TR,Turkish,-230254436067532255
2020-03-07,TR,Turkish,-8160549691999750848
2020-03-24,TR,Turkish,-4818019485494734755
2020-03-24,TR,Turkish,-4149625787301884382
2020-03-05,TR,Turkish,-2228583151645913804
2020-03-20,TR,Turkish,-1599702712345601336
2020-03-19,TR,Turkish,1570165192059766464
2020-03-14,TR,Turkish,-3726843386900380664
2020-03-25,TR,Turkish,915906599177135551
2020-03-13,TR,Turkish,7555146917195861939
2020-03-20,TR,Turkish,-2288240369788590869
2020-03-07,TR,Turkish,-5530812145737449229
2020-02-26,TR,Turkish,-7070621667564331986
2020-03-19,TR,Turkish,-3069141860029976004
2020-03-01,TR,Turkish,4845365813616547605
2020-03-05,TR,No-Visa,-4454252654087350475
2020-03-16,TR,Turkish,6389815850395670048
2020-03-19,TR,Turkish,3928925656388720156
2020-02-26,TR,Turkish,4362544773855734656
2020-03-19,TR,Turkish,1496920708516592748
2020-03-11,TR,Turkish,-8891136151500530445
2020-02-27,TR,Turkish,8474623154134696760
2020-03-08,TR,Turkish,-1833825233307203043
2020-03-15,TR,Turkish,3041743636205642949
2020-03-07,TR,Turkish,2560563396165194845
2020-02-26,TR,Turkish,-1867621866037144303
2020-03-05,TR,Turkish,2477525452179934149
2020-02-25,TR,Turkish,-381723578542404901
2020-03-14,TR,Turkish,-8685159319906516633
2020-03-21,TR,Turkish,2192017227247516475
2020-02-26,TR,Turkish,-3620934824198453512
2020-03-14,TR,Turkish,-8192593060026098588
2020-03-13,TR,Turkish,6010753877235628562
2020-03-21,TR,Turkish,-702261949251556977
2020-03-14,TR,Turkish,-3671302521342948436
2020-03-08,TR,Turkish,1496807383468844132
2020-03-24,TR,Turkish,2159604611065357039
2020-03-02,TR,Turkish,5518899081114306198
2020-03-21,TR,Turkish,-4789133864086473055
2020-03-12,TR,Turkish,-7251356304174900239
2020-03-05,TR,Turkish,6010753877235628562
2020-03-19,TR,Turkish,7675884583809934285
2020-03-02,TR,Turkish,-2228583151645913804
2020-03-03,TR,Turkish,9212994462337267727
2020-03-02,TR,Turkish,706216903385378226
2020-03-16,TR,Turkish,5575476457123464817
2020-02-25,TR,Turkish,6171120283689879375
2020-03-24,TR,Turkish,-2288240369788590869
2020-02-26,TR,Turkish,8767299258639724687
2020-03-10,TR,Turkish,6171120283689879375
2020-03-25,TR,Turkish,-6223085685891108199
2020-03-25,TR,Turkish,7948070951619641014
2020-02-27,TR,Turkish,735581661346701726
2020-02-28,TR,Turkish,1725550495439318354
2020-03-17,TR,Turkish,3505280245393320977
2020-03-06,TR,Turkish,-4286139073581333451
2020-03-21,TR,Turkish,-2584752166342413221
2020-03-10,TR,Turkish,8184566474820580282
2020-03-17,TR,Turkish,4936831804667789763
2020-03-03,TR,Turkish,5489234009877063902
2020-03-07,TR,Turkish,-1752020288129226618
2020-03-12,TR,Turkish,-2403167176947645728
2020-03-11,TR,Turkish,-6035222218922823590
2020-03-25,TR,Turkish,-7686701337848847412
2020-03-06,TR,Turkish,917383800112745556
2020-03-17,TR,Turkish,6853552694462116736
2020-02-25,TR,No-Visa,-95509374954144573
2020-03-16,TR,Turkish,-4810893433432308315
2020-02-25,TR,Turkish,-5649213092094162604
2020-03-03,TR,Turkish,6171120283689879375
2020-03-20,TR,Turkish,5340795017070506095
2020-03-15,TR,Turkish,-1731686073918699064
2020-03-15,TR,No-Visa,8417273452464074456
2020-02-26,TR,Visa,-4088874232569382599
2020-03-17,TR,Turkish,-2517289799820493528
2020-03-04,TR,Turkish,-6775234940598546859
2020-03-19,TR,Turkish,1496920708516592748
2020-03-04,TR,Turkish,5858092041032357093
2020-03-03,TR,Turkish,-3620934824198453512
2020-03-03,TR,Turkish,3891805909603558321
2020-03-21,TR,Turkish,-2288240369788590869
2020-03-23,TR,Turkish,-3787536196897550962
2020-03-04,TR,Turkish,-756592240344121012
2020-03-10,TR,Turkish,-7686701337848847412
2020-02-27,TR,Turkish,-7217979257134336284
2020-02-26,TR,Turkish,-1227452106605303875
2020-03-14,TR,Turkish,1031120798069833108
2020-02-26,TR,Visa,-966311476267674485
2020-03-19,TR,Turkish,5858092041032357093
2020-03-10,TR,Turkish,8915239513532282319
2020-03-08,TR,Turkish,-7251356304174900239
2020-03-03,TR,Turkish,5518899081114306198
2020-03-21,TR,Turkish,-1752020288129226618
2020-03-20,TR,Turkish,-7144284901672150858
2020-03-04,TR,Turkish,-1731686073918699064
2020-02-26,TR,Turkish,5442865352078911215
2020-03-16,TR,Turkish,516093657862188284
2020-02-29,TR,Turkish,7419031196831963899
2020-03-09,TR,und,-7950579810926633773
2020-03-24,TR,Visa,-2228583151645913804
2020-03-11,TR,Turkish,-8941366381408112410
2020-03-14,TR,Turkish,1031120798069833108
2020-03-18,TR,Turkish,8498809363440529766
2020-03-17,TR,Turkish,-1495252511627608399
2020-02-27,TR,Turkish,7882422364279393804
2020-03-23,TR,Turkish,2696003313631397816
2020-03-17,TR,Turkish,5448235678965865893
2020-03-14,TR,Turkish,1015002629849063974
2020-02-28,TR,Turkish,-2883100412737014191
2020-02-28,TR,Turkish,-63207283071073809
2020-03-14,TR,Turkish,9108114914347883893
2020-03-08,TR,Turkish,-6209353425453261605
2020-02-27,TR,Turkish,-7309173693040884220
2020-03-17,TR,Turkish,7058290064672981735
2020-02-25,TR,Turkish,7452920421397046568
2020-02-26,TR,Turkish,4845365813616547605
2020-02-27,TR,Turkish,-7987245101808555614
2020-02-25,TR,Turkish,9067606715225413581
2020-03-20,TR,Turkish,-6203803833458685467
2020-03-12,TR,Turkish,-1139430435223342549
2020-03-24,TR,Turkish,5858092041032357093
2020-03-10,TR,Turkish,5489234009877063902
2020-03-04,TR,Turkish,-7434135437647246272
2020-02-25,TR,Turkish,-2124210624594239575
2020-03-17,TR,Turkish,-1496330747361402065
2020-03-12,TR,Turkish,-3041520983457193247
2020-03-10,TR,Turkish,4413631516367456908
2020-03-10,TR,Turkish,-5910887736713640753
2020-03-17,TR,No-Visa,-5591510666618888773
2020-03-12,TR,Turkish,6525267328229167242
2020-03-20,TR,Turkish,1270817126074526470
2020-03-13,TR,Turkish,-8949103213623605557
2020-03-23,TR,Turkish,7499569381331414369
2020-03-07,TR,Turkish,5858092041032357093
2020-03-06,TR,Turkish,8855447653461482778
2020-03-03,TR,Turkish,2477525452179934149
2020-03-19,TR,Turkish,2561102875473999934
2020-03-15,TR,Turkish,-4127913802882977084
2020-03-03,TR,Turkish,1824419523417656645
2020-03-04,TR,Turkish,-8962550598512187850
2020-03-15,TR,Turkish,-4690962974109498761
2020-03-24,TR,Turkish,4325212832331580390
2020-03-17,TR,Turkish,3505280245393320977
2020-03-09,TR,Turkish,6853552694462116736
2020-03-21,TR,Turkish,2263802187542388328
2020-03-08,TR,Turkish,4835056123969628956
2020-03-03,TR,Turkish,5518899081114306198
2020-03-12,TR,Turkish,5982475660084087216
2020-03-05,TR,Turkish,5518899081114306198
2020-03-20,TR,Turkish,3831968107829539593
2020-02-27,TR,Turkish,372243252648524831
2020-03-06,TR,Turkish,-2228583151645913804
2020-03-05,TR,Turkish,733344341946313207
2020-03-21,TR,Turkish,-5041266551033920400
2020-03-05,TR,Turkish,1270817126074526470
2020-03-14,TR,No-Visa,-3370638222730368142
2020-03-25,TR,Turkish,8417273452464074456
2020-03-15,TR,Turkish,5340795017070506095
2020-03-24,TR,Turkish,-9037664915469929677
2020-03-20,TR,No-Visa,9156231770584519939
2020-03-12,TR,Turkish,7384335436632065816
2020-03-18,TR,Turkish,-2549575370335816268
2020-03-20,TR,Turkish,-5176611248559163262
2020-03-17,TR,Turkish,1496920708516592748
2020-03-12,TR,Turkish,-1833825233307203043
2020-02-27,TR,Turkish,-388177620043185368
2020-03-04,TR,Turkish,-8962550598512187850
2020-03-01,TR,Turkish,480853101366231018
2020-03-25,TR,Turkish,3952863409136532961
2020-03-15,TR,Turkish,6853552694462116736
2020-02-29,TR,Turkish,-721816131151571457
2020-03-23,TR,Turkish,-5591510666618888773
2020-03-10,TR,Turkish,-1729259950220169688
2020-03-12,TR,No-Visa,7701936403740390828
2020-02-29,TR,Turkish,141386646756965903
2020-03-25,TR,Turkish,5161297204999868971
2020-03-19,TR,Turkish,-4810893433432308315
2020-03-23,TR,No-Visa,1242104231562444333
2020-03-13,TR,Turkish,5489234009877063902
2020-03-25,TR,Turkish,-1833825233307203043
2020-03-09,TR,Turkish,-4871380421033943974
2020-03-18,TR,Turkish,9156231770584519939
2020-03-11,TR,Visa,8667309108889647479
2020-03-11,TR,Turkish,1934163055612723964
2020-03-19,TR,Turkish,-1752020288129226618
2020-02-28,TR,Turkish,141386646756965903
2020-03-16,TR,Turkish,1496807383468844132
2020-03-21,TR,Turkish,1496807383468844132
2020-03-23,TR,Turkish,-2517289799820493528
2020-03-19,TR,Turkish,-316233761380134224
2020-03-15,TR,Turkish,-6016156223187248761
2020-03-21,TR,Turkish,409439214832651080
2020-03-02,TR,Turkish,-2330363828616933876
2020-03-09,TR,No-Visa,9156231770584519939
2020-03-25,TR,Turkish,-8905856493742199062
2020-03-03,TR,Turkish,6644447780734911834
2020-03-19,TR,Turkish,6707428369055772452
2020-03-25,TR,Turkish,915906599177135551
2020-03-08,TR,Turkish,-1276155041618178462
2020-03-23,TR,Turkish,-6209353425453261605
2020-03-20,TR,Turkish,6707428369055772452
2020-03-13,TR,Turkish,474811795702926746
2020-03-15,TR,Turkish,1015002629849063974
2020-03-21,TR,Turkish,-5735254388948702038
2020-03-05,TR,Turkish,-5479374298139910785
2020-03-08,TR,Turkish,-7280735637508016338
2020-03-13,TR,Turkish,4998743689765103311
2020-02-27,TR,Turkish,-4416218875113339359
2020-03-05,TR,Turkish,-8192593060026098588
2020-03-19,TR,Turkish,706216903385378226
2020-02-25,TR,Turkish,-8040081686943425608
2020-02-25,TR,Turkish,-1867621866037144303
2020-03-06,TR,Turkish,-533784025955227587
2020-03-14,TR,Turkish,-4789133864086473055
2020-02-27,TR,Turkish,-4360594725107611715
2020-03-25,TR,Turkish,706216903385378226
2020-03-01,TR,Turkish,714655611892076721
2020-03-08,TR,Turkish,-8202254420506930857
2020-03-21,TR,Turkish,6644447780734911834
2020-03-20,TR,Turkish,-3060313474550236854
2020-03-18,TR,Turkish,-5784689167217783823
2020-03-19,TR,Turkish,-2288240369788590869
2020-03-19,TR,Turkish,-3310840066933973564
2020-03-05,TR,Turkish,-2229851483891437567
2020-03-07,TR,Turkish,-2020240127839539969
2020-03-01,TR,Turkish,-5147529402569625447
2020-03-25,TR,Turkish,2288228141098364254
2020-03-13,TR,Turkish,-2517289799820493528
2020-03-21,TR,Turkish,-375385218948951373
2020-03-22,TR,Turkish,1496920708516592748
2020-03-05,TR,Turkish,-2228583151645913804
2020-03-24,TR,Turkish,3768263065451868496
2020-03-15,TR,Turkish,5034066010306148842
2020-02-27,TR,Turkish,7467597004210535009
2020-03-09,TR,Turkish,-4995328706294192350
2020-03-21,TR,Turkish,-3021361039197001681
2020-03-10,TR,Turkish,-8941366381408112410
2020-02-27,TR,Turkish,6823004379427514813
2020-03-04,TR,Turkish,-7457966872447864198
2020-03-02,TR,Turkish,-6080498834602860408
2020-03-09,TR,Turkish,9206349161436193428
2020-02-26,TR,Turkish,-1867621866037144303
2020-03-12,TR,Turkish,4413631516367456908
2020-03-07,TR,Turkish,-1785219209787629739
2020-03-16,TR,Turkish,-5813828645744998510
2020-03-17,TR,Turkish,-8643543722950424142
2020-03-01,TR,No-Visa,7580600358681568355
2020-03-13,TR,Turkish,226701681717371251
2020-03-23,TR,Turkish,1496920708516592748
2020-03-04,TR,Turkish,-2330363828616933876
2020-03-14,TR,Turkish,-7434135437647246272
2020-02-26,TR,Turkish,-4088874232569382599
2020-02-29,TR,Turkish,-5530812145737449229
2020-03-18,TR,Turkish,6363253896647442684
2020-03-17,TR,Turkish,-6203803833458685467
2020-02-27,TR,Turkish,1436345159693797899
2020-03-08,TR,Turkish,-4644133720594351961
2020-03-05,TR,Turkish,706216903385378226
2020-03-09,TR,Turkish,-4930019440102487528
2020-02-25,TR,Turkish,2847702953349798369
2020-03-13,TR,Turkish,-7251356304174900239
2020-03-05,TR,No-Visa,-672663864025653071
2020-03-16,TR,Turkish,-2644003726006043111
2020-03-11,TR,Turkish,-6203803833458685467
2020-03-19,TR,Turkish,3996433431083365354
2020-03-21,TR,Turkish,6536615683034680068
2020-02-29,TR,Turkish,5750766509816897368
2020-03-04,TR,Turkish,3086668162512049601
2020-02-27,TR,Turkish,2606822128034416924
2020-03-09,TR,Turkish,-95509374954144573
2020-03-08,TR,Turkish,-5972429483973866836
2020-03-12,TR,Turkish,2754082757674560720
2020-03-02,TR,Turkish,-157403521182342083
2020-03-11,TR,Turkish,5489234009877063902
2020-03-24,TR,Turkish,1496920708516592748
2020-03-11,TR,Visa,2946810514165871225
2020-03-04,TR,Turkish,3258287513691761237
2020-03-16,TR,Turkish,8417273452464074456
2020-03-05,TR,Turkish,-3157341788505876352
2020-03-13,TR,Turkish,6525267328229167242
2020-03-01,TR,Turkish,2754082757674560720
2020-03-24,TR,Turkish,2922739340592053524
2020-02-29,TR,Turkish,-4135151503858874370
2020-03-04,TR,Turkish,2369543872572943598
2020-02-29,TR,Turkish,-5530812145737449229
2020-03-10,TR,Turkish,2841248006173694611
2020-03-03,TR,Turkish,6644447780734911834
2020-03-18,TR,No-Visa,8384341492190708669
2020-03-12,TR,Turkish,2922739340592053524
2020-03-07,TR,Turkish,-6209353425453261605
2020-03-15,TR,Turkish,-8069644434972119315
2020-03-11,TR,Turkish,4325212832331580390
2020-03-21,TR,Turkish,2159604611065357039
2020-02-27,TR,Turkish,-6841573668427856520
2020-03-25,TR,Turkish,3702971188945563050
2020-03-06,TR,Turkish,7522857171399571543
2020-02-29,TR,No-Visa,662439013921011932
2020-03-05,TR,No-Visa,8095278799113619315
2020-02-29,TR,Turkish,-6854974313079534367
2020-02-29,TR,Turkish,-8821449707723895335
2020-03-11,TR,Turkish,8667309108889647479
2020-03-06,TR,Turkish,-6209353425453261605
2020-03-23,TR,Turkish,-1869947892302055919
2020-03-10,TR,Turkish,8804378462465540096
2020-03-06,TR,Turkish,-6209353425453261605
2020-03-20,TR,Turkish,-5267089102708266231
2020-02-26,TR,Turkish,8767299258639724687
2020-03-05,TR,Turkish,-8776432981910722226
2020-03-20,TR,Turkish,8473560568337374416
2020-03-15,TR,Turkish,2443313177218749561
2020-03-19,TR,Turkish,409439214832651080
2020-03-10,TR,Turkish,-1487717051900878309
2020-03-10,TR,No-Visa,5489234009877063902
2020-02-26,TR,Turkish,-5969048181059192023
2020-02-28,TR,Turkish,-7217979257134336284
2020-03-12,TR,Turkish,-6158962002306695578
2020-03-18,TR,Turkish,-1528120729059052089
2020-03-17,TR,Turkish,8417273452464074456
2020-03-05,TR,Visa,1381991207037911084
2020-03-20,TR,Turkish,-3559757891376162402
2020-03-21,TR,Turkish,-1412081331140519175
2020-03-13,TR,Turkish,-7572230375650529696
2020-03-21,TR,Turkish,1676653554187040622
2020-03-03,TR,Turkish,-2862480437365245157
2020-03-12,TR,Turkish,-5619274367632793713
2020-03-08,TR,Turkish,-4416218875113339359
2020-03-20,TR,Turkish,706216903385378226
2020-03-19,TR,Turkish,2590277047387948047
2020-03-22,TR,Visa,1278240131411063998
2020-03-07,TR,Turkish,-6209353425453261605
2020-03-18,TR,Turkish,8784652525999693166
2020-03-22,TR,Turkish,-5813828645744998510
2020-03-11,TR,Turkish,729187747368804244
2020-03-06,TR,Turkish,6208874323728625158
2020-03-04,TR,Turkish,-6505185603863970893
2020-03-13,TR,Turkish,-7707280457158127527
2020-03-22,TR,Turkish,-230254436067532255
2020-03-25,TR,Turkish,3328102039565426249
2020-03-08,TR,Turkish,-3620934824198453512
2020-03-10,TR,Turkish,7671493812574810399
2020-03-02,TR,Turkish,-1276155041618178462
2020-03-21,TR,Turkish,2979211674488522862
2020-03-09,TR,Turkish,4759004763661201341
2020-03-06,TR,Turkish,-5882449605661448771
2020-02-25,TR,Turkish,-4088874232569382599
2020-03-04,TR,Turkish,963503557254170046
2020-02-29,TR,Turkish,2754082757674560720
2020-03-01,TR,Turkish,-5999274820697554147
2020-03-11,TR,Turkish,-7434135437647246272
2020-03-25,TR,Turkish,-8617969817629839523
2020-03-22,TR,Turkish,-8204015589572900099
2020-03-23,TR,Turkish,-3472930669081127865
2020-03-10,TR,Turkish,2754082757674560720
2020-03-16,TR,Turkish,-1731686073918699064
2020-03-18,TR,Turkish,4229614696950608988
2020-03-24,TR,Turkish,5340795017070506095
2020-03-13,TR,Turkish,706216903385378226
2020-02-28,TR,Turkish,-1731686073918699064
2020-03-08,TR,Turkish,8164379656281551476
2020-03-21,TR,Turkish,-5041266551033920400
2020-03-23,TR,Turkish,-1731686073918699064
2020-03-08,TR,Turkish,3270365731973191721
2020-02-28,TR,Turkish,-966311476267674485
2020-03-25,TR,Turkish,-2288240369788590869
2020-03-24,TR,Turkish,-5530812145737449229
2020-03-25,TR,Turkish,-1731686073918699064
2020-03-18,TR,Turkish,-1474336146913209293
2020-02-26,TR,Turkish,5515240557832330737
2020-03-07,TR,Turkish,359874384099444167
2020-03-18,TR,Turkish,-1731686073918699064
2020-03-11,TR,Turkish,5424328316787344159
2020-03-05,TR,Turkish,2754082757674560720
2020-03-25,TR,Turkish,-5530812145737449229
2020-03-22,TR,Turkish,-449600823105617327
2020-03-14,TR,Turkish,5982475660084087216
2020-03-17,TR,Turkish,3702971188945563050
2020-03-19,TR,Turkish,-105640908770406471
2020-03-08,TR,Turkish,6525267328229167242
2020-03-07,TR,No-Visa,9025114048789658740
2020-03-17,TR,Turkish,-1833825233307203043
2020-03-21,TR,Turkish,-5479374298139910785
2020-03-21,TR,Turkish,2192017227247516475
2020-03-23,TR,Turkish,2263802187542388328
2020-03-14,TR,Turkish,9039310774793165120
2020-03-19,TR,Turkish,1725550495439318354
2020-03-11,TR,Turkish,6509536160566957644
2020-03-11,TR,Turkish,-4454252654087350475
2020-03-19,TR,Turkish,4325212832331580390
2020-03-12,TR,Turkish,6509536160566957644
2020-03-12,TR,Turkish,-6203803833458685467
2020-03-02,TR,Turkish,3419684682731796089
2020-03-23,TR,Turkish,2288228141098364254
2020-03-07,TR,Turkish,-5479374298139910785
2020-03-19,TR,Turkish,1496920708516592748
2020-03-08,TR,Turkish,6174596491853659698
2020-03-23,TR,Visa,1278240131411063998
2020-02-28,TR,Turkish,6853552694462116736
2020-03-10,TR,Turkish,97394663684073735
2020-03-10,TR,Turkish,-2796617624353950534
