,city,date,No-Visa,Visa,Group
0,ADANA,2020-02-28,3.0,364.0,Other cities
1,ADANA,2020-02-29,3.0,259.0,Other cities
2,ADANA,2020-03-01,2.0,199.0,Other cities
3,ADANA,2020-03-02,2.0,186.0,Other cities
4,ADANA,2020-03-03,2.0,137.0,Other cities
5,ADANA,2020-03-04,2.0,139.0,Other cities
6,ADANA,2020-03-05,3.0,131.0,Other cities
7,ADANA,2020-03-06,3.0,127.0,Other cities
8,ADANA,2020-03-07,2.0,161.0,Other cities
9,ADANA,2020-03-08,2.0,180.0,Other cities
10,ADANA,2020-03-09,2.0,197.0,Other cities
11,ADANA,2020-03-10,2.0,181.0,Other cities
12,ADANA,2020-03-11,2.0,231.0,Other cities
13,ADANA,2020-03-12,2.0,228.0,Other cities
14,ADANA,2020-03-13,2.0,243.0,Other cities
15,ADANA,2020-03-14,2.0,249.0,Other cities
16,ADANA,2020-03-15,2.0,258.0,Other cities
17,ADANA,2020-03-16,2.0,266.0,Other cities
18,ADANA,2020-03-17,2.0,261.0,Other cities
19,ADANA,2020-03-18,1.0,273.0,Other cities
20,ADANA,2020-03-19,1.0,285.0,Other cities
21,ADANA,2020-03-20,1.0,284.0,Other cities
22,ADANA,2020-03-21,1.0,289.0,Other cities
23,ADANA,2020-03-22,1.0,291.0,Other cities
24,ADANA,2020-03-23,1.0,297.0,Other cities
25,ADANA,2020-03-24,2.0,291.0,Other cities
26,ADANA,2020-03-25,1.0,294.0,Other cities
27,ADANA,2020-03-26,1.0,302.0,Other cities
28,ADANA,2020-03-27,1.0,314.0,Other cities
29,ADANA,2020-03-28,1.0,330.0,Other cities
30,ADANA,2020-03-29,1.0,313.0,Other cities
31,ADANA,2020-03-30,0.0,314.0,Other cities
32,ADANA,2020-03-31,0.0,313.0,Other cities
33,ADANA,2020-04-01,0.0,325.0,Other cities
34,ADANA,2020-04-02,1.0,320.0,Other cities
35,ADANA,2020-04-03,1.0,320.0,Other cities
36,ADANA,2020-04-04,1.0,319.0,Other cities
37,ADANA,2020-04-05,0.0,332.0,Other cities
38,ADANA,2020-04-06,1.0,334.0,Other cities
39,ADANA,2020-04-07,0.0,334.0,Other cities
40,ADANA,2020-04-08,0.0,337.0,Other cities
41,ADANA,2020-04-09,0.0,340.0,Other cities
42,ADANA,2020-04-10,0.0,340.0,Other cities
43,ADANA,2020-04-11,0.0,338.0,Other cities
44,ADANA,2020-04-12,0.0,331.0,Other cities
45,ADANA,2020-04-13,0.0,333.0,Other cities
46,ADANA,2020-04-14,0.0,323.0,Other cities
47,ADANA,2020-04-15,0.0,325.0,Other cities
48,ADANA,2020-04-16,0.0,331.0,Other cities
49,ADANA,2020-04-17,0.0,341.0,Other cities
50,ADANA,2020-04-18,0.0,336.0,Other cities
51,ADANA,2020-04-19,0.0,335.0,Other cities
52,ADANA,2020-04-20,0.0,344.0,Other cities
53,ADANA,2020-04-21,0.0,339.0,Other cities
54,ADANA,2020-04-22,0.0,341.0,Other cities
55,ADANA,2020-04-23,0.0,338.0,Other cities
56,ADANA,2020-04-24,1.0,337.0,Other cities
57,ADANA,2020-04-25,0.0,338.0,Other cities
58,ADANA,2020-04-26,0.0,338.0,Other cities
59,ADANA,2020-04-27,0.0,337.0,Other cities
60,ADANA,2020-04-28,0.0,344.0,Other cities
61,ADANA,2020-04-29,0.0,344.0,Other cities
62,ADANA,2020-04-30,0.0,336.0,Other cities
63,ADANA,2020-05-01,0.0,336.0,Other cities
64,ADANA,2020-05-02,0.0,339.0,Other cities
65,ADANA,2020-05-03,1.0,337.0,Other cities
66,ADANA,2020-05-04,0.0,339.0,Other cities
67,ADANA,2020-05-05,0.0,342.0,Other cities
68,ADANA,2020-05-06,3.0,339.0,Other cities
69,ADANA,2020-05-07,1.0,343.0,Other cities
70,ADANA,2020-05-08,2.0,347.0,Other cities
71,ADANA,2020-05-09,1.0,343.0,Other cities
72,ADANA,2020-05-10,1.0,344.0,Other cities
73,ADANA,2020-05-11,1.0,349.0,Other cities
74,ADANA,2020-05-12,0.0,351.0,Other cities
75,ADANA,2020-05-13,0.0,349.0,Other cities
76,ADANA,2020-05-14,0.0,351.0,Other cities
77,ADANA,2020-05-15,0.0,330.0,Other cities
78,ADANA,2020-05-16,0.0,332.0,Other cities
79,ADANA,2020-05-17,0.0,329.0,Other cities
80,ADANA,2020-05-18,0.0,322.0,Other cities
81,ADANA,2020-05-19,0.0,324.0,Other cities
82,ADANA,2020-05-20,0.0,325.0,Other cities
83,ADANA,2020-05-21,3.0,334.0,Other cities
84,ADANA,2020-05-22,2.0,326.0,Other cities
85,ADANA,2020-05-23,0.0,321.0,Other cities
86,ADANA,2020-05-24,0.0,316.0,Other cities
87,ADANA,2020-05-25,0.0,317.0,Other cities
88,ADANA,2020-05-26,0.0,317.0,Other cities
89,ADANA,2020-05-27,0.0,323.0,Other cities
90,ADANA,2020-05-28,0.0,322.0,Other cities
91,ADANA,2020-05-29,0.0,325.0,Other cities
92,ADANA,2020-05-30,0.0,321.0,Other cities
93,ADANA,2020-05-31,0.0,327.0,Other cities
94,ADANA,2020-06-01,0.0,327.0,Other cities
95,ADANA,2020-06-02,0.0,311.0,Other cities
96,ADANA,2020-06-03,0.0,312.0,Other cities
97,ADANA,2020-06-04,0.0,312.0,Other cities
98,ADANA,2020-06-05,0.0,307.0,Other cities
99,ADANA,2020-06-06,0.0,306.0,Other cities
100,ADANA,2020-06-07,0.0,304.0,Other cities
101,ADANA,2020-06-08,0.0,302.0,Other cities
102,ADANA,2020-06-09,0.0,295.0,Other cities
103,ADANA,2020-06-10,0.0,297.0,Other cities
104,ADANA,2020-06-11,0.0,294.0,Other cities
105,ADANA,2020-06-12,0.0,303.0,Other cities
106,ADANA,2020-06-13,0.0,299.0,Other cities
107,ADANA,2020-06-14,0.0,299.0,Other cities
108,ADANA,2020-06-15,0.0,303.0,Other cities
109,ADIYAMAN,2020-02-28,0.0,36.0,Other cities
110,ADIYAMAN,2020-02-29,1.0,27.0,Other cities
111,ADIYAMAN,2020-03-01,1.0,7.0,Other cities
112,ADIYAMAN,2020-03-02,1.0,5.0,Other cities
113,ADIYAMAN,2020-03-03,0.0,3.0,Other cities
114,ADIYAMAN,2020-03-04,0.0,4.0,Other cities
115,ADIYAMAN,2020-03-05,0.0,9.0,Other cities
116,ADIYAMAN,2020-03-06,0.0,11.0,Other cities
117,ADIYAMAN,2020-03-07,0.0,19.0,Other cities
118,ADIYAMAN,2020-03-08,0.0,18.0,Other cities
119,ADIYAMAN,2020-03-09,0.0,18.0,Other cities
120,ADIYAMAN,2020-03-10,0.0,17.0,Other cities
121,ADIYAMAN,2020-03-11,0.0,22.0,Other cities
122,ADIYAMAN,2020-03-12,0.0,21.0,Other cities
123,ADIYAMAN,2020-03-13,0.0,21.0,Other cities
124,ADIYAMAN,2020-03-14,0.0,21.0,Other cities
125,ADIYAMAN,2020-03-15,0.0,20.0,Other cities
126,ADIYAMAN,2020-03-16,0.0,20.0,Other cities
127,ADIYAMAN,2020-03-17,0.0,17.0,Other cities
128,ADIYAMAN,2020-03-18,0.0,19.0,Other cities
129,ADIYAMAN,2020-03-19,0.0,19.0,Other cities
130,ADIYAMAN,2020-03-20,0.0,23.0,Other cities
131,ADIYAMAN,2020-03-21,0.0,27.0,Other cities
132,ADIYAMAN,2020-03-22,0.0,26.0,Other cities
133,ADIYAMAN,2020-03-23,0.0,28.0,Other cities
134,ADIYAMAN,2020-03-24,0.0,25.0,Other cities
135,ADIYAMAN,2020-03-25,0.0,22.0,Other cities
136,ADIYAMAN,2020-03-26,0.0,24.0,Other cities
137,ADIYAMAN,2020-03-27,0.0,23.0,Other cities
138,ADIYAMAN,2020-03-28,0.0,23.0,Other cities
139,ADIYAMAN,2020-03-29,0.0,20.0,Other cities
140,ADIYAMAN,2020-03-30,0.0,18.0,Other cities
141,ADIYAMAN,2020-03-31,0.0,20.0,Other cities
142,ADIYAMAN,2020-04-01,0.0,21.0,Other cities
143,ADIYAMAN,2020-04-02,0.0,21.0,Other cities
144,ADIYAMAN,2020-04-03,0.0,20.0,Other cities
145,ADIYAMAN,2020-04-04,0.0,20.0,Other cities
146,ADIYAMAN,2020-04-05,0.0,26.0,Other cities
147,ADIYAMAN,2020-04-06,0.0,26.0,Other cities
148,ADIYAMAN,2020-04-07,0.0,27.0,Other cities
149,ADIYAMAN,2020-04-08,0.0,26.0,Other cities
150,ADIYAMAN,2020-04-09,0.0,25.0,Other cities
151,ADIYAMAN,2020-04-10,0.0,25.0,Other cities
152,ADIYAMAN,2020-04-11,0.0,25.0,Other cities
153,ADIYAMAN,2020-04-12,0.0,25.0,Other cities
154,ADIYAMAN,2020-04-13,0.0,25.0,Other cities
155,ADIYAMAN,2020-04-14,0.0,25.0,Other cities
156,ADIYAMAN,2020-04-15,0.0,26.0,Other cities
157,ADIYAMAN,2020-04-16,0.0,24.0,Other cities
158,ADIYAMAN,2020-04-17,0.0,20.0,Other cities
159,ADIYAMAN,2020-04-18,0.0,20.0,Other cities
160,ADIYAMAN,2020-04-19,0.0,20.0,Other cities
161,ADIYAMAN,2020-04-20,0.0,25.0,Other cities
162,ADIYAMAN,2020-04-21,0.0,23.0,Other cities
163,ADIYAMAN,2020-04-22,0.0,24.0,Other cities
164,ADIYAMAN,2020-04-23,0.0,24.0,Other cities
165,ADIYAMAN,2020-04-24,0.0,24.0,Other cities
166,ADIYAMAN,2020-04-25,0.0,24.0,Other cities
167,ADIYAMAN,2020-04-26,0.0,23.0,Other cities
168,ADIYAMAN,2020-04-27,0.0,24.0,Other cities
169,ADIYAMAN,2020-04-28,0.0,24.0,Other cities
170,ADIYAMAN,2020-04-29,0.0,25.0,Other cities
171,ADIYAMAN,2020-04-30,0.0,25.0,Other cities
172,ADIYAMAN,2020-05-01,0.0,24.0,Other cities
173,ADIYAMAN,2020-05-02,0.0,24.0,Other cities
174,ADIYAMAN,2020-05-03,0.0,24.0,Other cities
175,ADIYAMAN,2020-05-04,0.0,24.0,Other cities
176,ADIYAMAN,2020-05-05,0.0,23.0,Other cities
177,ADIYAMAN,2020-05-06,0.0,23.0,Other cities
178,ADIYAMAN,2020-05-07,0.0,24.0,Other cities
179,ADIYAMAN,2020-05-08,0.0,24.0,Other cities
180,ADIYAMAN,2020-05-09,0.0,25.0,Other cities
181,ADIYAMAN,2020-05-10,0.0,25.0,Other cities
182,ADIYAMAN,2020-05-11,0.0,24.0,Other cities
183,ADIYAMAN,2020-05-12,0.0,24.0,Other cities
184,ADIYAMAN,2020-05-13,0.0,22.0,Other cities
185,ADIYAMAN,2020-05-14,0.0,24.0,Other cities
186,ADIYAMAN,2020-05-15,0.0,27.0,Other cities
187,ADIYAMAN,2020-05-16,0.0,25.0,Other cities
188,ADIYAMAN,2020-05-17,0.0,26.0,Other cities
189,ADIYAMAN,2020-05-18,0.0,29.0,Other cities
190,ADIYAMAN,2020-05-19,0.0,28.0,Other cities
191,ADIYAMAN,2020-05-20,0.0,27.0,Other cities
192,ADIYAMAN,2020-05-21,0.0,28.0,Other cities
193,ADIYAMAN,2020-05-22,0.0,30.0,Other cities
194,ADIYAMAN,2020-05-23,0.0,25.0,Other cities
195,ADIYAMAN,2020-05-24,0.0,24.0,Other cities
196,ADIYAMAN,2020-05-25,0.0,24.0,Other cities
197,ADIYAMAN,2020-05-26,0.0,24.0,Other cities
198,ADIYAMAN,2020-05-27,0.0,24.0,Other cities
199,ADIYAMAN,2020-05-28,0.0,24.0,Other cities
200,ADIYAMAN,2020-05-29,0.0,26.0,Other cities
201,ADIYAMAN,2020-05-30,0.0,26.0,Other cities
202,ADIYAMAN,2020-05-31,0.0,29.0,Other cities
203,ADIYAMAN,2020-06-01,0.0,27.0,Other cities
204,ADIYAMAN,2020-06-02,0.0,28.0,Other cities
205,ADIYAMAN,2020-06-03,0.0,30.0,Other cities
206,ADIYAMAN,2020-06-04,0.0,27.0,Other cities
207,ADIYAMAN,2020-06-05,0.0,28.0,Other cities
208,ADIYAMAN,2020-06-06,0.0,30.0,Other cities
209,ADIYAMAN,2020-06-07,0.0,30.0,Other cities
210,ADIYAMAN,2020-06-08,0.0,31.0,Other cities
211,ADIYAMAN,2020-06-09,0.0,32.0,Other cities
212,ADIYAMAN,2020-06-10,0.0,33.0,Other cities
213,ADIYAMAN,2020-06-11,0.0,31.0,Other cities
214,ADIYAMAN,2020-06-12,0.0,34.0,Other cities
215,ADIYAMAN,2020-06-13,0.0,33.0,Other cities
216,ADIYAMAN,2020-06-14,0.0,32.0,Other cities
217,ADIYAMAN,2020-06-15,0.0,30.0,Other cities
218,AFYONKARAHISAR,2020-02-28,0.0,224.0,Other cities
219,AFYONKARAHISAR,2020-02-29,0.0,84.0,Other cities
220,AFYONKARAHISAR,2020-03-01,2.0,60.0,Other cities
221,AFYONKARAHISAR,2020-03-02,0.0,109.0,Other cities
222,AFYONKARAHISAR,2020-03-03,0.0,123.0,Other cities
223,AFYONKARAHISAR,2020-03-04,1.0,130.0,Other cities
224,AFYONKARAHISAR,2020-03-05,1.0,136.0,Other cities
225,AFYONKARAHISAR,2020-03-06,0.0,151.0,Other cities
226,AFYONKARAHISAR,2020-03-07,1.0,153.0,Other cities
227,AFYONKARAHISAR,2020-03-08,0.0,160.0,Other cities
228,AFYONKARAHISAR,2020-03-09,0.0,169.0,Other cities
229,AFYONKARAHISAR,2020-03-10,0.0,177.0,Other cities
230,AFYONKARAHISAR,2020-03-11,0.0,185.0,Other cities
231,AFYONKARAHISAR,2020-03-12,0.0,185.0,Other cities
232,AFYONKARAHISAR,2020-03-13,0.0,189.0,Other cities
233,AFYONKARAHISAR,2020-03-14,0.0,183.0,Other cities
234,AFYONKARAHISAR,2020-03-15,0.0,184.0,Other cities
235,AFYONKARAHISAR,2020-03-16,3.0,181.0,Other cities
236,AFYONKARAHISAR,2020-03-17,1.0,181.0,Other cities
237,AFYONKARAHISAR,2020-03-18,2.0,182.0,Other cities
238,AFYONKARAHISAR,2020-03-19,2.0,195.0,Other cities
239,AFYONKARAHISAR,2020-03-20,1.0,195.0,Other cities
240,AFYONKARAHISAR,2020-03-21,0.0,196.0,Other cities
241,AFYONKARAHISAR,2020-03-22,0.0,199.0,Other cities
242,AFYONKARAHISAR,2020-03-23,1.0,195.0,Other cities
243,AFYONKARAHISAR,2020-03-24,0.0,194.0,Other cities
244,AFYONKARAHISAR,2020-03-25,0.0,199.0,Other cities
245,AFYONKARAHISAR,2020-03-26,0.0,201.0,Other cities
246,AFYONKARAHISAR,2020-03-27,0.0,198.0,Other cities
247,AFYONKARAHISAR,2020-03-28,0.0,196.0,Other cities
248,AFYONKARAHISAR,2020-03-29,0.0,198.0,Other cities
249,AFYONKARAHISAR,2020-03-30,0.0,195.0,Other cities
250,AFYONKARAHISAR,2020-03-31,0.0,195.0,Other cities
251,AFYONKARAHISAR,2020-04-01,0.0,195.0,Other cities
252,AFYONKARAHISAR,2020-04-02,0.0,196.0,Other cities
253,AFYONKARAHISAR,2020-04-03,0.0,199.0,Other cities
254,AFYONKARAHISAR,2020-04-04,0.0,195.0,Other cities
255,AFYONKARAHISAR,2020-04-05,1.0,197.0,Other cities
256,AFYONKARAHISAR,2020-04-06,1.0,197.0,Other cities
257,AFYONKARAHISAR,2020-04-07,1.0,197.0,Other cities
258,AFYONKARAHISAR,2020-04-08,1.0,197.0,Other cities
259,AFYONKARAHISAR,2020-04-09,1.0,197.0,Other cities
260,AFYONKARAHISAR,2020-04-10,1.0,197.0,Other cities
261,AFYONKARAHISAR,2020-04-11,2.0,208.0,Other cities
262,AFYONKARAHISAR,2020-04-12,2.0,198.0,Other cities
263,AFYONKARAHISAR,2020-04-13,2.0,198.0,Other cities
264,AFYONKARAHISAR,2020-04-14,1.0,200.0,Other cities
265,AFYONKARAHISAR,2020-04-15,1.0,199.0,Other cities
266,AFYONKARAHISAR,2020-04-16,1.0,203.0,Other cities
267,AFYONKARAHISAR,2020-04-17,0.0,206.0,Other cities
268,AFYONKARAHISAR,2020-04-18,0.0,205.0,Other cities
269,AFYONKARAHISAR,2020-04-19,0.0,204.0,Other cities
270,AFYONKARAHISAR,2020-04-20,0.0,204.0,Other cities
271,AFYONKARAHISAR,2020-04-21,2.0,209.0,Other cities
272,AFYONKARAHISAR,2020-04-22,0.0,214.0,Other cities
273,AFYONKARAHISAR,2020-04-23,0.0,213.0,Other cities
274,AFYONKARAHISAR,2020-04-24,0.0,213.0,Other cities
275,AFYONKARAHISAR,2020-04-25,1.0,213.0,Other cities
276,AFYONKARAHISAR,2020-04-26,0.0,212.0,Other cities
277,AFYONKARAHISAR,2020-04-27,0.0,212.0,Other cities
278,AFYONKARAHISAR,2020-04-28,0.0,214.0,Other cities
279,AFYONKARAHISAR,2020-04-29,0.0,217.0,Other cities
280,AFYONKARAHISAR,2020-04-30,0.0,216.0,Other cities
281,AFYONKARAHISAR,2020-05-01,0.0,218.0,Other cities
282,AFYONKARAHISAR,2020-05-02,0.0,216.0,Other cities
283,AFYONKARAHISAR,2020-05-03,0.0,218.0,Other cities
284,AFYONKARAHISAR,2020-05-04,0.0,217.0,Other cities
285,AFYONKARAHISAR,2020-05-05,0.0,218.0,Other cities
286,AFYONKARAHISAR,2020-05-06,0.0,217.0,Other cities
287,AFYONKARAHISAR,2020-05-07,0.0,217.0,Other cities
288,AFYONKARAHISAR,2020-05-08,0.0,219.0,Other cities
289,AFYONKARAHISAR,2020-05-09,0.0,218.0,Other cities
290,AFYONKARAHISAR,2020-05-10,0.0,217.0,Other cities
291,AFYONKARAHISAR,2020-05-11,0.0,223.0,Other cities
292,AFYONKARAHISAR,2020-05-12,0.0,219.0,Other cities
293,AFYONKARAHISAR,2020-05-13,2.0,222.0,Other cities
294,AFYONKARAHISAR,2020-05-14,1.0,221.0,Other cities
295,AFYONKARAHISAR,2020-05-15,0.0,225.0,Other cities
296,AFYONKARAHISAR,2020-05-16,1.0,223.0,Other cities
297,AFYONKARAHISAR,2020-05-17,2.0,221.0,Other cities
298,AFYONKARAHISAR,2020-05-18,2.0,220.0,Other cities
299,AFYONKARAHISAR,2020-05-19,2.0,223.0,Other cities
300,AFYONKARAHISAR,2020-05-20,2.0,223.0,Other cities
301,AFYONKARAHISAR,2020-05-21,1.0,225.0,Other cities
302,AFYONKARAHISAR,2020-05-22,4.0,226.0,Other cities
303,AFYONKARAHISAR,2020-05-23,2.0,226.0,Other cities
304,AFYONKARAHISAR,2020-05-24,2.0,226.0,Other cities
305,AFYONKARAHISAR,2020-05-25,2.0,226.0,Other cities
306,AFYONKARAHISAR,2020-05-26,2.0,226.0,Other cities
307,AFYONKARAHISAR,2020-05-27,2.0,224.0,Other cities
308,AFYONKARAHISAR,2020-05-28,3.0,223.0,Other cities
309,AFYONKARAHISAR,2020-05-29,2.0,221.0,Other cities
310,AFYONKARAHISAR,2020-05-30,2.0,221.0,Other cities
311,AFYONKARAHISAR,2020-05-31,2.0,221.0,Other cities
312,AFYONKARAHISAR,2020-06-01,2.0,228.0,Other cities
313,AFYONKARAHISAR,2020-06-02,2.0,232.0,Other cities
314,AFYONKARAHISAR,2020-06-03,2.0,230.0,Other cities
315,AFYONKARAHISAR,2020-06-04,3.0,230.0,Other cities
316,AFYONKARAHISAR,2020-06-05,2.0,230.0,Other cities
317,AFYONKARAHISAR,2020-06-06,2.0,229.0,Other cities
318,AFYONKARAHISAR,2020-06-07,2.0,229.0,Other cities
319,AFYONKARAHISAR,2020-06-08,2.0,232.0,Other cities
320,AFYONKARAHISAR,2020-06-09,2.0,235.0,Other cities
321,AFYONKARAHISAR,2020-06-10,3.0,236.0,Other cities
322,AFYONKARAHISAR,2020-06-11,2.0,232.0,Other cities
323,AFYONKARAHISAR,2020-06-12,2.0,231.0,Other cities
324,AFYONKARAHISAR,2020-06-13,2.0,231.0,Other cities
325,AFYONKARAHISAR,2020-06-14,2.0,231.0,Other cities
326,AFYONKARAHISAR,2020-06-15,2.0,230.0,Other cities
327,AGRI,2020-02-28,1.0,31.0,Other cities
328,AGRI,2020-02-29,1.0,28.0,Other cities
329,AGRI,2020-03-01,0.0,34.0,Other cities
330,AGRI,2020-03-02,0.0,42.0,Other cities
331,AGRI,2020-03-03,0.0,48.0,Other cities
332,AGRI,2020-03-04,0.0,51.0,Other cities
333,AGRI,2020-03-05,0.0,46.0,Other cities
334,AGRI,2020-03-06,0.0,51.0,Other cities
335,AGRI,2020-03-07,0.0,58.0,Other cities
336,AGRI,2020-03-08,0.0,62.0,Other cities
337,AGRI,2020-03-09,0.0,67.0,Other cities
338,AGRI,2020-03-10,0.0,78.0,Other cities
339,AGRI,2020-03-11,1.0,37.0,Other cities
340,AGRI,2020-03-12,1.0,41.0,Other cities
341,AGRI,2020-03-13,1.0,49.0,Other cities
342,AGRI,2020-03-14,1.0,57.0,Other cities
343,AGRI,2020-03-15,1.0,61.0,Other cities
344,AGRI,2020-03-16,1.0,66.0,Other cities
345,AGRI,2020-03-17,1.0,71.0,Other cities
346,AGRI,2020-03-18,1.0,77.0,Other cities
347,AGRI,2020-03-19,1.0,76.0,Other cities
348,AGRI,2020-03-20,1.0,80.0,Other cities
349,AGRI,2020-03-21,1.0,82.0,Other cities
350,AGRI,2020-03-22,1.0,95.0,Other cities
351,AGRI,2020-03-23,1.0,99.0,Other cities
352,AGRI,2020-03-24,1.0,100.0,Other cities
353,AGRI,2020-03-25,1.0,101.0,Other cities
354,AGRI,2020-03-26,1.0,103.0,Other cities
355,AGRI,2020-03-27,1.0,103.0,Other cities
356,AGRI,2020-03-28,1.0,105.0,Other cities
357,AGRI,2020-03-29,1.0,109.0,Other cities
358,AGRI,2020-03-30,1.0,109.0,Other cities
359,AGRI,2020-03-31,1.0,109.0,Other cities
360,AGRI,2020-04-01,1.0,112.0,Other cities
361,AGRI,2020-04-02,1.0,118.0,Other cities
362,AGRI,2020-04-03,1.0,120.0,Other cities
363,AGRI,2020-04-04,1.0,122.0,Other cities
364,AGRI,2020-04-05,0.0,15.0,Other cities
365,AGRI,2020-04-06,0.0,18.0,Other cities
366,AGRI,2020-04-07,0.0,17.0,Other cities
367,AGRI,2020-04-08,0.0,17.0,Other cities
368,AGRI,2020-04-09,0.0,18.0,Other cities
369,AGRI,2020-04-10,0.0,19.0,Other cities
370,AGRI,2020-04-11,0.0,19.0,Other cities
371,AGRI,2020-04-12,0.0,19.0,Other cities
372,AGRI,2020-04-13,0.0,20.0,Other cities
373,AGRI,2020-04-14,0.0,22.0,Other cities
374,AGRI,2020-04-15,0.0,22.0,Other cities
375,AGRI,2020-04-16,0.0,24.0,Other cities
376,AGRI,2020-04-17,0.0,29.0,Other cities
377,AGRI,2020-04-18,0.0,30.0,Other cities
378,AGRI,2020-04-19,0.0,29.0,Other cities
379,AGRI,2020-04-20,0.0,29.0,Other cities
380,AGRI,2020-04-21,0.0,30.0,Other cities
381,AGRI,2020-04-22,0.0,34.0,Other cities
382,AGRI,2020-04-23,0.0,37.0,Other cities
383,AGRI,2020-04-24,0.0,37.0,Other cities
384,AGRI,2020-04-25,0.0,38.0,Other cities
385,AGRI,2020-04-26,0.0,38.0,Other cities
386,AGRI,2020-04-27,0.0,38.0,Other cities
387,AGRI,2020-04-28,0.0,39.0,Other cities
388,AGRI,2020-04-29,0.0,42.0,Other cities
389,AGRI,2020-04-30,0.0,44.0,Other cities
390,AGRI,2020-05-01,0.0,47.0,Other cities
391,AGRI,2020-05-02,0.0,47.0,Other cities
392,AGRI,2020-05-03,0.0,47.0,Other cities
393,AGRI,2020-05-04,0.0,47.0,Other cities
394,AGRI,2020-05-05,0.0,47.0,Other cities
395,AGRI,2020-05-06,0.0,47.0,Other cities
396,AGRI,2020-05-07,0.0,46.0,Other cities
397,AGRI,2020-05-08,0.0,48.0,Other cities
398,AGRI,2020-05-09,0.0,50.0,Other cities
399,AGRI,2020-05-10,0.0,50.0,Other cities
400,AGRI,2020-05-11,0.0,50.0,Other cities
401,AGRI,2020-05-12,0.0,51.0,Other cities
402,AGRI,2020-05-13,0.0,52.0,Other cities
403,AGRI,2020-05-14,0.0,51.0,Other cities
404,AGRI,2020-05-15,0.0,7.0,Other cities
405,AGRI,2020-05-16,0.0,8.0,Other cities
406,AGRI,2020-05-17,0.0,8.0,Other cities
407,AGRI,2020-05-18,0.0,9.0,Other cities
408,AGRI,2020-05-19,0.0,9.0,Other cities
409,AGRI,2020-05-20,0.0,10.0,Other cities
410,AGRI,2020-05-21,0.0,10.0,Other cities
411,AGRI,2020-05-22,0.0,10.0,Other cities
412,AGRI,2020-05-23,0.0,14.0,Other cities
413,AGRI,2020-05-24,0.0,16.0,Other cities
414,AGRI,2020-05-25,0.0,16.0,Other cities
415,AGRI,2020-05-26,0.0,16.0,Other cities
416,AGRI,2020-05-27,0.0,16.0,Other cities
417,AGRI,2020-05-28,0.0,16.0,Other cities
418,AGRI,2020-05-29,0.0,16.0,Other cities
419,AGRI,2020-05-30,0.0,16.0,Other cities
420,AGRI,2020-05-31,0.0,16.0,Other cities
421,AGRI,2020-06-01,0.0,17.0,Other cities
422,AGRI,2020-06-02,0.0,16.0,Other cities
423,AGRI,2020-06-03,0.0,17.0,Other cities
424,AGRI,2020-06-04,0.0,17.0,Other cities
425,AGRI,2020-06-05,0.0,17.0,Other cities
426,AGRI,2020-06-06,0.0,20.0,Other cities
427,AGRI,2020-06-07,0.0,19.0,Other cities
428,AGRI,2020-06-08,0.0,20.0,Other cities
429,AGRI,2020-06-09,0.0,22.0,Other cities
430,AGRI,2020-06-10,0.0,22.0,Other cities
431,AGRI,2020-06-11,0.0,24.0,Other cities
432,AGRI,2020-06-12,0.0,24.0,Other cities
433,AGRI,2020-06-13,0.0,26.0,Other cities
434,AGRI,2020-06-14,0.0,25.0,Other cities
435,AGRI,2020-06-15,0.0,25.0,Other cities
436,AKSARAY,2020-02-28,0.0,117.0,Other cities
437,AKSARAY,2020-02-29,1.0,113.0,Other cities
438,AKSARAY,2020-03-01,0.0,52.0,Other cities
439,AKSARAY,2020-03-02,1.0,42.0,Other cities
440,AKSARAY,2020-03-03,0.0,49.0,Other cities
441,AKSARAY,2020-03-04,1.0,67.0,Other cities
442,AKSARAY,2020-03-05,0.0,52.0,Other cities
443,AKSARAY,2020-03-06,1.0,65.0,Other cities
444,AKSARAY,2020-03-07,0.0,63.0,Other cities
445,AKSARAY,2020-03-08,0.0,62.0,Other cities
446,AKSARAY,2020-03-09,0.0,64.0,Other cities
447,AKSARAY,2020-03-10,0.0,65.0,Other cities
448,AKSARAY,2020-03-11,2.0,79.0,Other cities
449,AKSARAY,2020-03-12,3.0,78.0,Other cities
450,AKSARAY,2020-03-13,2.0,82.0,Other cities
451,AKSARAY,2020-03-14,2.0,85.0,Other cities
452,AKSARAY,2020-03-15,2.0,86.0,Other cities
453,AKSARAY,2020-03-16,3.0,103.0,Other cities
454,AKSARAY,2020-03-17,2.0,103.0,Other cities
455,AKSARAY,2020-03-18,3.0,105.0,Other cities
456,AKSARAY,2020-03-19,2.0,116.0,Other cities
457,AKSARAY,2020-03-20,2.0,111.0,Other cities
458,AKSARAY,2020-03-21,2.0,109.0,Other cities
459,AKSARAY,2020-03-22,3.0,113.0,Other cities
460,AKSARAY,2020-03-23,2.0,114.0,Other cities
461,AKSARAY,2020-03-24,4.0,114.0,Other cities
462,AKSARAY,2020-03-25,2.0,113.0,Other cities
463,AKSARAY,2020-03-26,2.0,116.0,Other cities
464,AKSARAY,2020-03-27,2.0,207.0,Other cities
465,AKSARAY,2020-03-28,2.0,106.0,Other cities
466,AKSARAY,2020-03-29,2.0,100.0,Other cities
467,AKSARAY,2020-03-30,2.0,101.0,Other cities
468,AKSARAY,2020-03-31,3.0,103.0,Other cities
469,AKSARAY,2020-04-01,2.0,101.0,Other cities
