,city,date,No-Visa,Visa,Group
4675,KARAMAN,2020-03-25,0.0,46.0,Other cities
4676,KARAMAN,2020-03-26,0.0,45.0,Other cities
4677,KARAMAN,2020-03-27,0.0,45.0,Other cities
4678,KARAMAN,2020-03-28,0.0,45.0,Other cities
4679,KARAMAN,2020-03-29,0.0,45.0,Other cities
4680,KARAMAN,2020-03-30,0.0,45.0,Other cities
4681,KARAMAN,2020-03-31,0.0,45.0,Other cities
4682,KARAMAN,2020-04-01,0.0,45.0,Other cities
4683,KARAMAN,2020-04-02,0.0,45.0,Other cities
4684,KARAMAN,2020-04-03,0.0,45.0,Other cities
4685,KARAMAN,2020-04-04,0.0,47.0,Other cities
4686,KARAMAN,2020-04-05,0.0,44.0,Other cities
4687,KARAMAN,2020-04-06,0.0,43.0,Other cities
4688,KARAMAN,2020-04-07,0.0,43.0,Other cities
4689,KARAMAN,2020-04-08,0.0,43.0,Other cities
4690,KARAMAN,2020-04-09,0.0,43.0,Other cities
4691,KARAMAN,2020-04-10,0.0,43.0,Other cities
4692,KARAMAN,2020-04-11,0.0,44.0,Other cities
4693,KARAMAN,2020-04-12,0.0,44.0,Other cities
4694,KARAMAN,2020-04-13,0.0,44.0,Other cities
4695,KARAMAN,2020-04-14,0.0,44.0,Other cities
4696,KARAMAN,2020-04-15,0.0,45.0,Other cities
4697,KARAMAN,2020-04-16,0.0,53.0,Other cities
4698,KARAMAN,2020-04-17,0.0,54.0,Other cities
4699,KARAMAN,2020-04-18,0.0,56.0,Other cities
4700,KARAMAN,2020-04-19,0.0,56.0,Other cities
4701,KARAMAN,2020-04-20,0.0,55.0,Other cities
4702,KARAMAN,2020-04-21,0.0,54.0,Other cities
4703,KARAMAN,2020-04-22,0.0,53.0,Other cities
4704,KARAMAN,2020-04-23,0.0,53.0,Other cities
4705,KARAMAN,2020-04-24,0.0,53.0,Other cities
4706,KARAMAN,2020-04-25,0.0,53.0,Other cities
4707,KARAMAN,2020-04-26,0.0,53.0,Other cities
4708,KARAMAN,2020-04-27,0.0,54.0,Other cities
4709,KARAMAN,2020-04-28,0.0,55.0,Other cities
4710,KARAMAN,2020-04-29,0.0,53.0,Other cities
4711,KARAMAN,2020-04-30,0.0,54.0,Other cities
4712,KARAMAN,2020-05-01,0.0,54.0,Other cities
4713,KARAMAN,2020-05-02,0.0,54.0,Other cities
4714,KARAMAN,2020-05-03,0.0,54.0,Other cities
4715,KARAMAN,2020-05-04,0.0,54.0,Other cities
4716,KARAMAN,2020-05-05,0.0,54.0,Other cities
4717,KARAMAN,2020-05-06,0.0,54.0,Other cities
4718,KARAMAN,2020-05-07,0.0,54.0,Other cities
4719,KARAMAN,2020-05-08,0.0,54.0,Other cities
4720,KARAMAN,2020-05-09,0.0,54.0,Other cities
4721,KARAMAN,2020-05-10,0.0,56.0,Other cities
4722,KARAMAN,2020-05-11,0.0,55.0,Other cities
4723,KARAMAN,2020-05-12,0.0,55.0,Other cities
4724,KARAMAN,2020-05-13,0.0,53.0,Other cities
4725,KARAMAN,2020-05-14,0.0,53.0,Other cities
4726,KARAMAN,2020-05-15,0.0,52.0,Other cities
4727,KARAMAN,2020-05-16,0.0,52.0,Other cities
4728,KARAMAN,2020-05-17,0.0,52.0,Other cities
4729,KARAMAN,2020-05-18,0.0,52.0,Other cities
4730,KARAMAN,2020-05-19,0.0,50.0,Other cities
4731,KARAMAN,2020-05-20,0.0,52.0,Other cities
4732,KARAMAN,2020-05-21,0.0,52.0,Other cities
4733,KARAMAN,2020-05-22,0.0,52.0,Other cities
4734,KARAMAN,2020-05-23,0.0,52.0,Other cities
4735,KARAMAN,2020-05-24,0.0,52.0,Other cities
4736,KARAMAN,2020-05-25,0.0,52.0,Other cities
4737,KARAMAN,2020-05-26,0.0,52.0,Other cities
4738,KARAMAN,2020-05-27,0.0,52.0,Other cities
4739,KARAMAN,2020-05-28,0.0,52.0,Other cities
4740,KARAMAN,2020-05-29,0.0,52.0,Other cities
4741,KARAMAN,2020-05-30,0.0,52.0,Other cities
4742,KARAMAN,2020-05-31,0.0,52.0,Other cities
4743,KARAMAN,2020-06-01,0.0,51.0,Other cities
4744,KARAMAN,2020-06-02,0.0,52.0,Other cities
4745,KARAMAN,2020-06-03,0.0,51.0,Other cities
4746,KARAMAN,2020-06-04,0.0,49.0,Other cities
4747,KARAMAN,2020-06-05,0.0,49.0,Other cities
4748,KARAMAN,2020-06-06,0.0,51.0,Other cities
4749,KARAMAN,2020-06-07,0.0,51.0,Other cities
4750,KARAMAN,2020-06-08,0.0,50.0,Other cities
4751,KARAMAN,2020-06-09,0.0,51.0,Other cities
4752,KARAMAN,2020-06-10,0.0,50.0,Other cities
4753,KARAMAN,2020-06-11,0.0,50.0,Other cities
4754,KARAMAN,2020-06-12,0.0,51.0,Other cities
4755,KARAMAN,2020-06-13,0.0,53.0,Other cities
4756,KARAMAN,2020-06-14,0.0,51.0,Other cities
4757,KARAMAN,2020-06-15,0.0,51.0,Other cities
4758,KARS,2020-02-28,1.0,3.0,Other cities
4759,KARS,2020-02-29,0.0,2.0,Other cities
4760,KARS,2020-03-01,0.0,2.0,Other cities
4761,KARS,2020-03-02,0.0,1.0,Other cities
4762,KARS,2020-03-03,1.0,0.0,Other cities
4763,KARS,2020-03-08,0.0,2.0,Other cities
4764,KARS,2020-03-13,0.0,2.0,Other cities
4765,KARS,2020-03-14,1.0,1.0,Other cities
4766,KARS,2020-03-15,0.0,1.0,Other cities
4767,KARS,2020-03-16,0.0,1.0,Other cities
4768,KARS,2020-03-17,2.0,4.0,Other cities
4769,KARS,2020-03-18,0.0,5.0,Other cities
4770,KARS,2020-03-19,0.0,5.0,Other cities
4771,KARS,2020-03-20,0.0,5.0,Other cities
4772,KARS,2020-03-21,1.0,7.0,Other cities
4773,KARS,2020-03-22,0.0,6.0,Other cities
4774,KARS,2020-03-23,0.0,7.0,Other cities
4775,KARS,2020-03-24,0.0,6.0,Other cities
4776,KARS,2020-03-25,0.0,6.0,Other cities
4777,KARS,2020-03-26,0.0,6.0,Other cities
4778,KARS,2020-03-27,0.0,6.0,Other cities
4779,KARS,2020-03-28,0.0,6.0,Other cities
4780,KARS,2020-03-29,1.0,8.0,Other cities
4781,KARS,2020-03-30,1.0,7.0,Other cities
4782,KARS,2020-03-31,1.0,7.0,Other cities
4783,KARS,2020-04-01,1.0,7.0,Other cities
4784,KARS,2020-04-02,1.0,7.0,Other cities
4785,KARS,2020-04-03,1.0,7.0,Other cities
4786,KARS,2020-04-04,1.0,7.0,Other cities
4787,KARS,2020-04-05,0.0,6.0,Other cities
4788,KARS,2020-04-06,0.0,6.0,Other cities
4789,KARS,2020-04-07,0.0,6.0,Other cities
4790,KARS,2020-04-08,1.0,6.0,Other cities
4791,KARS,2020-04-09,0.0,6.0,Other cities
4792,KARS,2020-04-10,0.0,6.0,Other cities
4793,KARS,2020-04-11,0.0,6.0,Other cities
4794,KARS,2020-04-12,0.0,6.0,Other cities
4795,KARS,2020-04-13,0.0,6.0,Other cities
4796,KARS,2020-04-14,0.0,6.0,Other cities
4797,KARS,2020-04-15,0.0,6.0,Other cities
4798,KARS,2020-04-16,0.0,6.0,Other cities
4799,KARS,2020-04-17,0.0,6.0,Other cities
4800,KARS,2020-04-18,0.0,6.0,Other cities
4801,KARS,2020-04-19,0.0,6.0,Other cities
4802,KARS,2020-04-20,0.0,6.0,Other cities
4803,KARS,2020-04-21,0.0,6.0,Other cities
4804,KARS,2020-04-22,0.0,6.0,Other cities
4805,KARS,2020-04-23,0.0,6.0,Other cities
4806,KARS,2020-04-24,0.0,6.0,Other cities
4807,KARS,2020-04-25,0.0,6.0,Other cities
4808,KARS,2020-04-26,0.0,6.0,Other cities
4809,KARS,2020-04-27,0.0,6.0,Other cities
4810,KARS,2020-04-28,0.0,5.0,Other cities
4811,KARS,2020-04-29,0.0,5.0,Other cities
4812,KARS,2020-04-30,0.0,6.0,Other cities
4813,KARS,2020-05-01,0.0,6.0,Other cities
4814,KARS,2020-05-02,0.0,6.0,Other cities
4815,KARS,2020-05-03,0.0,6.0,Other cities
4816,KARS,2020-05-04,0.0,6.0,Other cities
4817,KARS,2020-05-05,0.0,6.0,Other cities
4818,KARS,2020-05-06,0.0,6.0,Other cities
4819,KARS,2020-05-07,0.0,6.0,Other cities
4820,KARS,2020-05-08,0.0,7.0,Other cities
4821,KARS,2020-05-09,0.0,7.0,Other cities
4822,KARS,2020-05-10,0.0,7.0,Other cities
4823,KARS,2020-05-11,0.0,7.0,Other cities
4824,KARS,2020-05-12,0.0,7.0,Other cities
4825,KARS,2020-05-13,0.0,7.0,Other cities
4826,KARS,2020-05-14,0.0,6.0,Other cities
4827,KARS,2020-05-15,1.0,6.0,Other cities
4828,KARS,2020-05-16,0.0,6.0,Other cities
4829,KARS,2020-05-17,1.0,7.0,Other cities
4830,KARS,2020-05-18,0.0,7.0,Other cities
4831,KARS,2020-05-19,1.0,7.0,Other cities
4832,KARS,2020-05-20,0.0,7.0,Other cities
4833,KARS,2020-05-21,0.0,7.0,Other cities
4834,KARS,2020-05-22,0.0,6.0,Other cities
4835,KARS,2020-05-23,0.0,6.0,Other cities
4836,KARS,2020-05-24,0.0,6.0,Other cities
4837,KARS,2020-05-25,0.0,6.0,Other cities
4838,KARS,2020-05-26,0.0,6.0,Other cities
4839,KARS,2020-05-27,0.0,6.0,Other cities
4840,KARS,2020-05-28,0.0,6.0,Other cities
4841,KARS,2020-05-29,0.0,5.0,Other cities
4842,KARS,2020-05-30,0.0,5.0,Other cities
4843,KARS,2020-05-31,0.0,5.0,Other cities
4844,KARS,2020-06-01,0.0,5.0,Other cities
4845,KARS,2020-06-02,0.0,5.0,Other cities
4846,KARS,2020-06-03,0.0,5.0,Other cities
4847,KARS,2020-06-04,0.0,5.0,Other cities
4848,KARS,2020-06-05,0.0,6.0,Other cities
4849,KARS,2020-06-06,0.0,5.0,Other cities
4850,KARS,2020-06-07,0.0,5.0,Other cities
4851,KARS,2020-06-08,0.0,5.0,Other cities
4852,KARS,2020-06-09,0.0,5.0,Other cities
4853,KARS,2020-06-10,0.0,5.0,Other cities
4854,KARS,2020-06-11,0.0,5.0,Other cities
4855,KARS,2020-06-12,0.0,5.0,Other cities
4856,KARS,2020-06-13,0.0,6.0,Other cities
4857,KARS,2020-06-14,0.0,6.0,Other cities
4858,KARS,2020-06-15,0.0,6.0,Other cities
4859,KASTAMONU,2020-02-28,0.0,64.0,Other cities
4860,KASTAMONU,2020-02-29,0.0,34.0,Other cities
4861,KASTAMONU,2020-03-01,0.0,25.0,Other cities
4862,KASTAMONU,2020-03-02,0.0,25.0,Other cities
4863,KASTAMONU,2020-03-03,0.0,38.0,Other cities
4864,KASTAMONU,2020-03-04,0.0,38.0,Other cities
4865,KASTAMONU,2020-03-05,0.0,39.0,Other cities
4866,KASTAMONU,2020-03-06,1.0,41.0,Other cities
4867,KASTAMONU,2020-03-07,2.0,44.0,Other cities
4868,KASTAMONU,2020-03-08,2.0,45.0,Other cities
4869,KASTAMONU,2020-03-09,1.0,43.0,Other cities
4870,KASTAMONU,2020-03-10,1.0,37.0,Other cities
4871,KASTAMONU,2020-03-11,2.0,34.0,Other cities
4872,KASTAMONU,2020-03-12,1.0,35.0,Other cities
4873,KASTAMONU,2020-03-13,1.0,39.0,Other cities
4874,KASTAMONU,2020-03-14,1.0,39.0,Other cities
4875,KASTAMONU,2020-03-15,1.0,42.0,Other cities
4876,KASTAMONU,2020-03-16,1.0,46.0,Other cities
4877,KASTAMONU,2020-03-17,1.0,51.0,Other cities
4878,KASTAMONU,2020-03-18,1.0,47.0,Other cities
4879,KASTAMONU,2020-03-19,1.0,48.0,Other cities
4880,KASTAMONU,2020-03-20,0.0,47.0,Other cities
4881,KASTAMONU,2020-03-21,0.0,47.0,Other cities
4882,KASTAMONU,2020-03-22,0.0,53.0,Other cities
4883,KASTAMONU,2020-03-23,0.0,52.0,Other cities
4884,KASTAMONU,2020-03-24,0.0,53.0,Other cities
4885,KASTAMONU,2020-03-25,1.0,51.0,Other cities
4886,KASTAMONU,2020-03-26,0.0,52.0,Other cities
4887,KASTAMONU,2020-03-27,0.0,52.0,Other cities
4888,KASTAMONU,2020-03-28,0.0,53.0,Other cities
4889,KASTAMONU,2020-03-29,0.0,53.0,Other cities
4890,KASTAMONU,2020-03-30,0.0,53.0,Other cities
4891,KASTAMONU,2020-03-31,0.0,54.0,Other cities
4892,KASTAMONU,2020-04-01,0.0,54.0,Other cities
4893,KASTAMONU,2020-04-02,0.0,53.0,Other cities
4894,KASTAMONU,2020-04-03,0.0,54.0,Other cities
4895,KASTAMONU,2020-04-04,0.0,56.0,Other cities
4896,KASTAMONU,2020-04-05,0.0,55.0,Other cities
4897,KASTAMONU,2020-04-06,0.0,54.0,Other cities
4898,KASTAMONU,2020-04-07,0.0,54.0,Other cities
4899,KASTAMONU,2020-04-08,0.0,54.0,Other cities
4900,KASTAMONU,2020-04-09,0.0,54.0,Other cities
4901,KASTAMONU,2020-04-10,1.0,55.0,Other cities
4902,KASTAMONU,2020-04-11,0.0,54.0,Other cities
4903,KASTAMONU,2020-04-12,0.0,55.0,Other cities
4904,KASTAMONU,2020-04-13,0.0,56.0,Other cities
4905,KASTAMONU,2020-04-14,0.0,58.0,Other cities
4906,KASTAMONU,2020-04-15,0.0,59.0,Other cities
4907,KASTAMONU,2020-04-16,0.0,59.0,Other cities
4908,KASTAMONU,2020-04-17,0.0,60.0,Other cities
4909,KASTAMONU,2020-04-18,0.0,55.0,Other cities
4910,KASTAMONU,2020-04-19,0.0,56.0,Other cities
4911,KASTAMONU,2020-04-20,0.0,55.0,Other cities
4912,KASTAMONU,2020-04-21,0.0,55.0,Other cities
4913,KASTAMONU,2020-04-22,0.0,55.0,Other cities
4914,KASTAMONU,2020-04-23,0.0,55.0,Other cities
4915,KASTAMONU,2020-04-24,0.0,55.0,Other cities
4916,KASTAMONU,2020-04-25,0.0,55.0,Other cities
4917,KASTAMONU,2020-04-26,0.0,55.0,Other cities
4918,KASTAMONU,2020-04-27,1.0,55.0,Other cities
4919,KASTAMONU,2020-04-28,1.0,55.0,Other cities
4920,KASTAMONU,2020-04-29,0.0,57.0,Other cities
4921,KASTAMONU,2020-04-30,0.0,57.0,Other cities
4922,KASTAMONU,2020-05-01,0.0,56.0,Other cities
4923,KASTAMONU,2020-05-02,0.0,55.0,Other cities
4924,KASTAMONU,2020-05-03,0.0,56.0,Other cities
4925,KASTAMONU,2020-05-04,0.0,55.0,Other cities
4926,KASTAMONU,2020-05-05,0.0,55.0,Other cities
4927,KASTAMONU,2020-05-06,2.0,54.0,Other cities
4928,KASTAMONU,2020-05-07,0.0,55.0,Other cities
4929,KASTAMONU,2020-05-08,0.0,55.0,Other cities
4930,KASTAMONU,2020-05-09,0.0,56.0,Other cities
4931,KASTAMONU,2020-05-10,1.0,56.0,Other cities
4932,KASTAMONU,2020-05-11,1.0,56.0,Other cities
4933,KASTAMONU,2020-05-12,0.0,56.0,Other cities
4934,KASTAMONU,2020-05-13,0.0,58.0,Other cities
4935,KASTAMONU,2020-05-14,0.0,57.0,Other cities
4936,KASTAMONU,2020-05-15,0.0,57.0,Other cities
4937,KASTAMONU,2020-05-16,0.0,57.0,Other cities
4938,KASTAMONU,2020-05-17,0.0,56.0,Other cities
4939,KASTAMONU,2020-05-18,0.0,57.0,Other cities
4940,KASTAMONU,2020-05-19,0.0,57.0,Other cities
4941,KASTAMONU,2020-05-20,0.0,54.0,Other cities
4942,KASTAMONU,2020-05-21,0.0,55.0,Other cities
4943,KASTAMONU,2020-05-22,0.0,58.0,Other cities
4944,KASTAMONU,2020-05-23,0.0,56.0,Other cities
4945,KASTAMONU,2020-05-24,4.0,56.0,Other cities
4946,KASTAMONU,2020-05-25,0.0,56.0,Other cities
4947,KASTAMONU,2020-05-26,0.0,56.0,Other cities
4948,KASTAMONU,2020-05-27,0.0,56.0,Other cities
4949,KASTAMONU,2020-05-28,0.0,56.0,Other cities
4950,KASTAMONU,2020-05-29,0.0,56.0,Other cities
4951,KASTAMONU,2020-05-30,0.0,56.0,Other cities
4952,KASTAMONU,2020-05-31,0.0,56.0,Other cities
4953,KASTAMONU,2020-06-01,0.0,54.0,Other cities
4954,KASTAMONU,2020-06-02,2.0,54.0,Other cities
4955,KASTAMONU,2020-06-03,2.0,57.0,Other cities
4956,KASTAMONU,2020-06-04,4.0,56.0,Other cities
4957,KASTAMONU,2020-06-05,0.0,56.0,Other cities
4958,KASTAMONU,2020-06-06,0.0,52.0,Other cities
4959,KASTAMONU,2020-06-07,0.0,53.0,Other cities
4960,KASTAMONU,2020-06-08,0.0,53.0,Other cities
4961,KASTAMONU,2020-06-09,0.0,63.0,Other cities
4962,KASTAMONU,2020-06-10,0.0,61.0,Other cities
4963,KASTAMONU,2020-06-11,0.0,60.0,Other cities
4964,KASTAMONU,2020-06-12,0.0,60.0,Other cities
4965,KASTAMONU,2020-06-13,0.0,60.0,Other cities
4966,KASTAMONU,2020-06-14,0.0,60.0,Other cities
4967,KASTAMONU,2020-06-15,0.0,57.0,Other cities
4968,KAYSERI,2020-02-28,3.0,242.0,Other cities
4969,KAYSERI,2020-02-29,2.0,175.0,Other cities
4970,KAYSERI,2020-03-01,2.0,101.0,Other cities
4971,KAYSERI,2020-03-02,3.0,91.0,Other cities
4972,KAYSERI,2020-03-03,4.0,115.0,Other cities
4973,KAYSERI,2020-03-04,1.0,93.0,Other cities
4974,KAYSERI,2020-03-05,1.0,91.0,Other cities
4975,KAYSERI,2020-03-06,1.0,101.0,Other cities
4976,KAYSERI,2020-03-07,0.0,122.0,Other cities
4977,KAYSERI,2020-03-08,1.0,127.0,Other cities
4978,KAYSERI,2020-03-09,3.0,130.0,Other cities
4979,KAYSERI,2020-03-10,2.0,124.0,Other cities
4980,KAYSERI,2020-03-11,1.0,139.0,Other cities
4981,KAYSERI,2020-03-12,2.0,139.0,Other cities
4982,KAYSERI,2020-03-13,2.0,151.0,Other cities
4983,KAYSERI,2020-03-14,2.0,152.0,Other cities
4984,KAYSERI,2020-03-15,2.0,155.0,Other cities
4985,KAYSERI,2020-03-16,3.0,153.0,Other cities
4986,KAYSERI,2020-03-17,2.0,158.0,Other cities
4987,KAYSERI,2020-03-18,1.0,170.0,Other cities
4988,KAYSERI,2020-03-19,1.0,176.0,Other cities
4989,KAYSERI,2020-03-20,2.0,185.0,Other cities
4990,KAYSERI,2020-03-21,1.0,193.0,Other cities
4991,KAYSERI,2020-03-22,1.0,196.0,Other cities
4992,KAYSERI,2020-03-23,2.0,201.0,Other cities
4993,KAYSERI,2020-03-24,2.0,201.0,Other cities
4994,KAYSERI,2020-03-25,3.0,200.0,Other cities
4995,KAYSERI,2020-03-26,1.0,199.0,Other cities
4996,KAYSERI,2020-03-27,1.0,252.0,Other cities
4997,KAYSERI,2020-03-28,1.0,200.0,Other cities
4998,KAYSERI,2020-03-29,1.0,200.0,Other cities
4999,KAYSERI,2020-03-30,1.0,202.0,Other cities
5000,KAYSERI,2020-03-31,2.0,201.0,Other cities
5001,KAYSERI,2020-04-01,1.0,204.0,Other cities
5002,KAYSERI,2020-04-02,1.0,203.0,Other cities
5003,KAYSERI,2020-04-03,1.0,203.0,Other cities
5004,KAYSERI,2020-04-04,1.0,206.0,Other cities
5005,KAYSERI,2020-04-05,2.0,217.0,Other cities
5006,KAYSERI,2020-04-06,5.0,214.0,Other cities
5007,KAYSERI,2020-04-07,3.0,215.0,Other cities
5008,KAYSERI,2020-04-08,3.0,214.0,Other cities
5009,KAYSERI,2020-04-09,4.0,213.0,Other cities
5010,KAYSERI,2020-04-10,5.0,214.0,Other cities
5011,KAYSERI,2020-04-11,4.0,214.0,Other cities
5012,KAYSERI,2020-04-12,3.0,214.0,Other cities
5013,KAYSERI,2020-04-13,3.0,214.0,Other cities
5014,KAYSERI,2020-04-14,3.0,225.0,Other cities
5015,KAYSERI,2020-04-15,3.0,222.0,Other cities
5016,KAYSERI,2020-04-16,6.0,221.0,Other cities
5017,KAYSERI,2020-04-17,4.0,240.0,Other cities
5018,KAYSERI,2020-04-18,3.0,234.0,Other cities
5019,KAYSERI,2020-04-19,3.0,232.0,Other cities
5020,KAYSERI,2020-04-20,3.0,229.0,Other cities
5021,KAYSERI,2020-04-21,4.0,226.0,Other cities
5022,KAYSERI,2020-04-22,4.0,226.0,Other cities
5023,KAYSERI,2020-04-23,4.0,229.0,Other cities
5024,KAYSERI,2020-04-24,4.0,228.0,Other cities
5025,KAYSERI,2020-04-25,4.0,228.0,Other cities
5026,KAYSERI,2020-04-26,4.0,228.0,Other cities
5027,KAYSERI,2020-04-27,6.0,229.0,Other cities
5028,KAYSERI,2020-04-28,8.0,231.0,Other cities
5029,KAYSERI,2020-04-29,5.0,229.0,Other cities
5030,KAYSERI,2020-04-30,4.0,229.0,Other cities
5031,KAYSERI,2020-05-01,4.0,233.0,Other cities
5032,KAYSERI,2020-05-02,4.0,232.0,Other cities
5033,KAYSERI,2020-05-03,4.0,233.0,Other cities
5034,KAYSERI,2020-05-04,4.0,232.0,Other cities
5035,KAYSERI,2020-05-05,5.0,228.0,Other cities
5036,KAYSERI,2020-05-06,5.0,235.0,Other cities
5037,KAYSERI,2020-05-07,4.0,231.0,Other cities
5038,KAYSERI,2020-05-08,4.0,231.0,Other cities
5039,KAYSERI,2020-05-09,7.0,231.0,Other cities
5040,KAYSERI,2020-05-10,7.0,232.0,Other cities
5041,KAYSERI,2020-05-11,7.0,235.0,Other cities
5042,KAYSERI,2020-05-12,7.0,237.0,Other cities
5043,KAYSERI,2020-05-13,5.0,241.0,Other cities
5044,KAYSERI,2020-05-14,5.0,240.0,Other cities
5045,KAYSERI,2020-05-15,2.0,236.0,Other cities
5046,KAYSERI,2020-05-16,2.0,236.0,Other cities
5047,KAYSERI,2020-05-17,1.0,235.0,Other cities
5048,KAYSERI,2020-05-18,3.0,239.0,Other cities
5049,KAYSERI,2020-05-19,4.0,237.0,Other cities
5050,KAYSERI,2020-05-20,5.0,235.0,Other cities
5051,KAYSERI,2020-05-21,3.0,234.0,Other cities
5052,KAYSERI,2020-05-22,3.0,240.0,Other cities
5053,KAYSERI,2020-05-23,2.0,238.0,Other cities
5054,KAYSERI,2020-05-24,2.0,238.0,Other cities
5055,KAYSERI,2020-05-25,2.0,238.0,Other cities
5056,KAYSERI,2020-05-26,4.0,238.0,Other cities
5057,KAYSERI,2020-05-27,5.0,240.0,Other cities
5058,KAYSERI,2020-05-28,5.0,239.0,Other cities
5059,KAYSERI,2020-05-29,4.0,237.0,Other cities
5060,KAYSERI,2020-05-30,2.0,238.0,Other cities
5061,KAYSERI,2020-05-31,2.0,238.0,Other cities
5062,KAYSERI,2020-06-01,2.0,245.0,Other cities
5063,KAYSERI,2020-06-02,2.0,246.0,Other cities
5064,KAYSERI,2020-06-03,2.0,236.0,Other cities
5065,KAYSERI,2020-06-04,2.0,240.0,Other cities
5066,KAYSERI,2020-06-05,2.0,244.0,Other cities
5067,KAYSERI,2020-06-06,2.0,237.0,Other cities
5068,KAYSERI,2020-06-07,2.0,244.0,Other cities
5069,KAYSERI,2020-06-08,2.0,242.0,Other cities
5070,KAYSERI,2020-06-09,3.0,237.0,Other cities
5071,KAYSERI,2020-06-10,2.0,240.0,Other cities
5072,KAYSERI,2020-06-11,1.0,239.0,Other cities
5073,KAYSERI,2020-06-12,1.0,238.0,Other cities
5074,KAYSERI,2020-06-13,1.0,235.0,Other cities
5075,KAYSERI,2020-06-14,1.0,244.0,Other cities
5076,KAYSERI,2020-06-15,1.0,244.0,Other cities
5077,KILIS,2020-02-28,0.0,52.0,Other cities
5078,KILIS,2020-02-29,0.0,35.0,Other cities
5079,KILIS,2020-03-01,0.0,30.0,Other cities
5080,KILIS,2020-03-02,0.0,30.0,Other cities
5081,KILIS,2020-03-03,0.0,24.0,Other cities
5082,KILIS,2020-03-04,0.0,16.0,Other cities
5083,KILIS,2020-03-05,0.0,26.0,Other cities
5084,KILIS,2020-03-06,0.0,24.0,Other cities
5085,KILIS,2020-03-07,0.0,20.0,Other cities
5086,KILIS,2020-03-08,0.0,20.0,Other cities
5087,KILIS,2020-03-09,0.0,24.0,Other cities
5088,KILIS,2020-03-10,0.0,27.0,Other cities
5089,KILIS,2020-03-11,1.0,29.0,Other cities
5090,KILIS,2020-03-12,1.0,32.0,Other cities
5091,KILIS,2020-03-13,1.0,29.0,Other cities
5092,KILIS,2020-03-14,1.0,28.0,Other cities
5093,KILIS,2020-03-15,1.0,29.0,Other cities
5094,KILIS,2020-03-16,1.0,31.0,Other cities
5095,KILIS,2020-03-17,1.0,31.0,Other cities
5096,KILIS,2020-03-18,1.0,36.0,Other cities
5097,KILIS,2020-03-19,1.0,35.0,Other cities
5098,KILIS,2020-03-20,1.0,43.0,Other cities
5099,KILIS,2020-03-21,1.0,42.0,Other cities
5100,KILIS,2020-03-22,1.0,40.0,Other cities
5101,KILIS,2020-03-23,1.0,39.0,Other cities
5102,KILIS,2020-03-24,1.0,41.0,Other cities
5103,KILIS,2020-03-25,1.0,46.0,Other cities
5104,KILIS,2020-03-26,1.0,45.0,Other cities
5105,KILIS,2020-03-27,1.0,45.0,Other cities
5106,KILIS,2020-03-28,1.0,51.0,Other cities
5107,KILIS,2020-03-29,1.0,55.0,Other cities
5108,KILIS,2020-03-30,2.0,59.0,Other cities
5109,KILIS,2020-03-31,2.0,60.0,Other cities
5110,KILIS,2020-04-01,2.0,63.0,Other cities
5111,KILIS,2020-04-02,2.0,64.0,Other cities
5112,KILIS,2020-04-03,2.0,61.0,Other cities
5113,KILIS,2020-04-04,2.0,64.0,Other cities
5114,KILIS,2020-04-05,2.0,63.0,Other cities
5115,KILIS,2020-04-06,2.0,64.0,Other cities
5116,KILIS,2020-04-07,2.0,60.0,Other cities
5117,KILIS,2020-04-08,2.0,62.0,Other cities
5118,KILIS,2020-04-09,2.0,59.0,Other cities
5119,KILIS,2020-04-10,2.0,58.0,Other cities
5120,KILIS,2020-04-11,2.0,57.0,Other cities
5121,KILIS,2020-04-12,2.0,60.0,Other cities
5122,KILIS,2020-04-13,2.0,61.0,Other cities
5123,KILIS,2020-04-14,2.0,61.0,Other cities
5124,KILIS,2020-04-15,2.0,68.0,Other cities
5125,KILIS,2020-04-16,2.0,66.0,Other cities
5126,KILIS,2020-04-17,2.0,61.0,Other cities
5127,KILIS,2020-04-18,2.0,64.0,Other cities
5128,KILIS,2020-04-19,2.0,62.0,Other cities
5129,KILIS,2020-04-20,2.0,60.0,Other cities
5130,KILIS,2020-04-21,2.0,65.0,Other cities
5131,KILIS,2020-04-22,2.0,63.0,Other cities
5132,KILIS,2020-04-23,2.0,63.0,Other cities
5133,KILIS,2020-04-24,2.0,62.0,Other cities
5134,KILIS,2020-04-25,2.0,61.0,Other cities
5135,KILIS,2020-04-26,2.0,62.0,Other cities
5136,KILIS,2020-04-27,2.0,56.0,Other cities
5137,KILIS,2020-04-28,2.0,58.0,Other cities
5138,KILIS,2020-04-29,2.0,59.0,Other cities
5139,KILIS,2020-04-30,2.0,58.0,Other cities
5140,KILIS,2020-05-01,2.0,61.0,Other cities
5141,KILIS,2020-05-02,2.0,59.0,Other cities
5142,KILIS,2020-05-03,2.0,57.0,Other cities
5143,KILIS,2020-05-04,2.0,57.0,Other cities
5144,KILIS,2020-05-05,2.0,61.0,Other cities
5145,KILIS,2020-05-06,2.0,60.0,Other cities
5146,KILIS,2020-05-07,2.0,62.0,Other cities
5147,KILIS,2020-05-08,2.0,61.0,Other cities
5148,KILIS,2020-05-09,2.0,63.0,Other cities
5149,KILIS,2020-05-10,2.0,63.0,Other cities
5150,KILIS,2020-05-11,2.0,60.0,Other cities
5151,KILIS,2020-05-12,2.0,61.0,Other cities
